ItemId,Type_,BasePrice,items
578,Plate,9.8,"{Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,White Rice}"
579,Plate,9.8,"{Honey Sesame Chicken Breast,Mushroom Chicken,Fried Rice,Fried Rice}"
580,Plate,9.8,"{Honey Sesame Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
581,Plate,9.8,"{Honey Sesame Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
582,Plate,9.8,"{Honey Sesame Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
583,Plate,9.8,"{Beijing Beef,Beijing Beef,Super Greens,Chow Mein}"
584,Plate,9.8,"{Beijing Beef,Mushroom Chicken,Super Greens,Fried Rice}"
585,Plate,9.8,"{Beijing Beef,SweetFire Chicken Breast,Super Greens,White Rice}"
586,Plate,9.8,"{Beijing Beef,String Bean Chicken Breast,Chow Mein,Chow Mein}"
587,Plate,9.8,"{Beijing Beef,Black Pepper Chicken,Chow Mein,Fried Rice}"
588,Plate,9.8,"{Mushroom Chicken,Mushroom Chicken,Chow Mein,White Rice}"
589,Plate,9.8,"{Mushroom Chicken,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
590,Plate,9.8,"{Mushroom Chicken,String Bean Chicken Breast,Fried Rice,White Rice}"
591,Plate,9.8,"{Mushroom Chicken,Black Pepper Chicken,White Rice,White Rice}"
592,Plate,9.8,"{SweetFire Chicken Breast,SweetFire Chicken Breast,Super Greens,Super Greens}"
593,Plate,9.8,"{SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
594,Plate,9.8,"{SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Fried Rice}"
595,Plate,9.8,"{String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
596,Plate,9.8,"{String Bean Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
597,Plate,9.8,"{Black Pepper Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
598,Plate,9.8,"{Original Orange Chicken,Original Orange Chicken,Chow Mein,White Rice}"
599,Plate,11.3,"{Original Orange Chicken,Black Pepper Sirloin Steak,Fried Rice,Fried Rice}"
600,Plate,11.3,"{Original Orange Chicken,Honey Walnut Shrimp,Fried Rice,White Rice}"
601,Plate,9.8,"{Original Orange Chicken,Teriyaki Chicken,White Rice,White Rice}"
602,Plate,9.8,"{Original Orange Chicken,Broccoli Beef,Super Greens,Super Greens}"
603,Plate,9.8,"{Original Orange Chicken,Kung Pao Chicken,Super Greens,Chow Mein}"
604,Plate,9.8,"{Original Orange Chicken,Honey Sesame Chicken Breast,Super Greens,Fried Rice}"
605,Plate,9.8,"{Original Orange Chicken,Beijing Beef,Super Greens,White Rice}"
606,Plate,9.8,"{Original Orange Chicken,Mushroom Chicken,Chow Mein,Chow Mein}"
607,Plate,9.8,"{Original Orange Chicken,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
608,Plate,9.8,"{Original Orange Chicken,String Bean Chicken Breast,Chow Mein,White Rice}"
609,Plate,9.8,"{Original Orange Chicken,Black Pepper Chicken,Fried Rice,Fried Rice}"
610,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Fried Rice,White Rice}"
611,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,White Rice,White Rice}"
612,Plate,11.3,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Super Greens,Super Greens}"
613,Plate,11.3,"{Black Pepper Sirloin Steak,Broccoli Beef,Super Greens,Chow Mein}"
614,Plate,11.3,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Super Greens,Fried Rice}"
615,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Super Greens,White Rice}"
616,Plate,11.3,"{Black Pepper Sirloin Steak,Beijing Beef,Chow Mein,Chow Mein}"
617,Plate,11.3,"{Black Pepper Sirloin Steak,Mushroom Chicken,Chow Mein,Fried Rice}"
618,Plate,11.3,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,Chow Mein,White Rice}"
619,Plate,11.3,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,Fried Rice,Fried Rice}"
620,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Chicken,Fried Rice,White Rice}"
621,Plate,11.3,"{Honey Walnut Shrimp,Honey Walnut Shrimp,White Rice,White Rice}"
622,Plate,11.3,"{Honey Walnut Shrimp,Teriyaki Chicken,Super Greens,Super Greens}"
623,Plate,11.3,"{Honey Walnut Shrimp,Broccoli Beef,Super Greens,Chow Mein}"
624,Plate,11.3,"{Honey Walnut Shrimp,Kung Pao Chicken,Super Greens,Fried Rice}"
625,Plate,11.3,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Super Greens,White Rice}"
626,Plate,11.3,"{Honey Walnut Shrimp,Beijing Beef,Chow Mein,Chow Mein}"
627,Plate,11.3,"{Honey Walnut Shrimp,Mushroom Chicken,Chow Mein,Fried Rice}"
628,Plate,11.3,"{Honey Walnut Shrimp,SweetFire Chicken Breast,Chow Mein,White Rice}"
629,Plate,11.3,"{Honey Walnut Shrimp,String Bean Chicken Breast,Fried Rice,Fried Rice}"
630,Plate,11.3,"{Honey Walnut Shrimp,Black Pepper Chicken,Fried Rice,White Rice}"
631,Plate,9.8,"{Teriyaki Chicken,Teriyaki Chicken,White Rice,White Rice}"
632,Plate,9.8,"{Teriyaki Chicken,Broccoli Beef,Super Greens,Super Greens}"
633,Plate,9.8,"{Teriyaki Chicken,Kung Pao Chicken,Super Greens,Chow Mein}"
634,Plate,9.8,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Super Greens,Fried Rice}"
635,Plate,9.8,"{Teriyaki Chicken,Beijing Beef,Super Greens,White Rice}"
636,Plate,9.8,"{Teriyaki Chicken,Mushroom Chicken,Chow Mein,Chow Mein}"
637,Plate,9.8,"{Teriyaki Chicken,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
638,Plate,9.8,"{Teriyaki Chicken,String Bean Chicken Breast,Chow Mein,White Rice}"
639,Plate,9.8,"{Teriyaki Chicken,Black Pepper Chicken,Fried Rice,Fried Rice}"
640,Plate,9.8,"{Broccoli Beef,Broccoli Beef,Fried Rice,White Rice}"
641,Plate,9.8,"{Broccoli Beef,Kung Pao Chicken,White Rice,White Rice}"
642,Plate,9.8,"{Broccoli Beef,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
643,Plate,9.8,"{Broccoli Beef,Beijing Beef,Super Greens,Chow Mein}"
644,Plate,9.8,"{Broccoli Beef,Mushroom Chicken,Super Greens,Fried Rice}"
645,Plate,9.8,"{Broccoli Beef,SweetFire Chicken Breast,Super Greens,White Rice}"
646,Plate,9.8,"{Broccoli Beef,String Bean Chicken Breast,Chow Mein,Chow Mein}"
647,Plate,9.8,"{Broccoli Beef,Black Pepper Chicken,Chow Mein,Fried Rice}"
648,Plate,9.8,"{Kung Pao Chicken,Kung Pao Chicken,Chow Mein,White Rice}"
649,Plate,9.8,"{Kung Pao Chicken,Honey Sesame Chicken Breast,Fried Rice,Fried Rice}"
650,Plate,9.8,"{Kung Pao Chicken,Beijing Beef,Fried Rice,White Rice}"
651,Plate,9.8,"{Kung Pao Chicken,Mushroom Chicken,White Rice,White Rice}"
652,Plate,9.8,"{Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,Super Greens}"
653,Plate,9.8,"{Kung Pao Chicken,String Bean Chicken Breast,Super Greens,Chow Mein}"
654,Plate,9.8,"{Kung Pao Chicken,Black Pepper Chicken,Super Greens,Fried Rice}"
655,Plate,9.8,"{Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Super Greens,White Rice}"
656,Plate,9.8,"{Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,Chow Mein}"
657,Plate,9.8,"{Honey Sesame Chicken Breast,Mushroom Chicken,Chow Mein,Fried Rice}"
658,Plate,9.8,"{Honey Sesame Chicken Breast,SweetFire Chicken Breast,Chow Mein,White Rice}"
659,Plate,9.8,"{Honey Sesame Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
660,Plate,9.8,"{Honey Sesame Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
661,Plate,9.8,"{Beijing Beef,Beijing Beef,White Rice,White Rice}"
662,Plate,9.8,"{Beijing Beef,Mushroom Chicken,Super Greens,Super Greens}"
663,Plate,9.8,"{Beijing Beef,SweetFire Chicken Breast,Super Greens,Chow Mein}"
664,Plate,9.8,"{Beijing Beef,String Bean Chicken Breast,Super Greens,Fried Rice}"
665,Plate,9.8,"{Beijing Beef,Black Pepper Chicken,Super Greens,White Rice}"
666,Plate,9.8,"{Mushroom Chicken,Mushroom Chicken,Chow Mein,Chow Mein}"
667,Plate,9.8,"{Mushroom Chicken,SweetFire Chicken Breast,Chow Mein,Fried Rice}"
668,Plate,9.8,"{Mushroom Chicken,String Bean Chicken Breast,Chow Mein,White Rice}"
669,Plate,9.8,"{Mushroom Chicken,Black Pepper Chicken,Fried Rice,Fried Rice}"
670,Plate,9.8,"{SweetFire Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
671,Plate,9.8,"{SweetFire Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
672,Plate,9.8,"{SweetFire Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
673,Plate,9.8,"{String Bean Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
674,Plate,9.8,"{String Bean Chicken Breast,Black Pepper Chicken,Super Greens,Fried Rice}"
675,Plate,9.8,"{Black Pepper Chicken,Black Pepper Chicken,Super Greens,White Rice}"
676,Plate,9.8,"{Original Orange Chicken,Original Orange Chicken,Chow Mein,Chow Mein}"
677,Plate,11.3,"{Original Orange Chicken,Black Pepper Sirloin Steak,Chow Mein,Fried Rice}"
678,Plate,11.3,"{Original Orange Chicken,Honey Walnut Shrimp,Chow Mein,White Rice}"
679,Plate,9.8,"{Original Orange Chicken,Teriyaki Chicken,Fried Rice,Fried Rice}"
680,Plate,9.8,"{Original Orange Chicken,Broccoli Beef,Fried Rice,White Rice}"
681,Plate,9.8,"{Original Orange Chicken,Kung Pao Chicken,White Rice,White Rice}"
682,Plate,9.8,"{Original Orange Chicken,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
683,Plate,9.8,"{Original Orange Chicken,Beijing Beef,Super Greens,Chow Mein}"
684,Plate,9.8,"{Original Orange Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
685,Plate,9.8,"{Original Orange Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
686,Plate,9.8,"{Original Orange Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
687,Plate,9.8,"{Original Orange Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
688,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Chow Mein,White Rice}"
689,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Fried Rice,Fried Rice}"
690,Plate,11.3,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Fried Rice,White Rice}"
691,Plate,11.3,"{Black Pepper Sirloin Steak,Broccoli Beef,White Rice,White Rice}"
692,Plate,11.3,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Super Greens,Super Greens}"
693,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
694,Plate,11.3,"{Black Pepper Sirloin Steak,Beijing Beef,Super Greens,Fried Rice}"
695,Plate,11.3,"{Black Pepper Sirloin Steak,Mushroom Chicken,Super Greens,White Rice}"
696,Plate,11.3,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
697,Plate,11.3,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,Chow Mein,Fried Rice}"
698,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Chicken,Chow Mein,White Rice}"
699,Plate,11.3,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Fried Rice,Fried Rice}"
700,Plate,11.3,"{Honey Walnut Shrimp,Teriyaki Chicken,Fried Rice,White Rice}"
701,Plate,11.3,"{Honey Walnut Shrimp,Broccoli Beef,White Rice,White Rice}"
702,Plate,11.3,"{Honey Walnut Shrimp,Kung Pao Chicken,Super Greens,Super Greens}"
703,Plate,11.3,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
704,Plate,11.3,"{Honey Walnut Shrimp,Beijing Beef,Super Greens,Fried Rice}"
705,Plate,11.3,"{Honey Walnut Shrimp,Mushroom Chicken,Super Greens,White Rice}"
706,Plate,11.3,"{Honey Walnut Shrimp,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
707,Plate,11.3,"{Honey Walnut Shrimp,String Bean Chicken Breast,Chow Mein,Fried Rice}"
708,Plate,11.3,"{Honey Walnut Shrimp,Black Pepper Chicken,Chow Mein,White Rice}"
709,Plate,9.8,"{Teriyaki Chicken,Teriyaki Chicken,Fried Rice,Fried Rice}"
710,Plate,9.8,"{Teriyaki Chicken,Broccoli Beef,Fried Rice,White Rice}"
711,Plate,9.8,"{Teriyaki Chicken,Kung Pao Chicken,White Rice,White Rice}"
712,Plate,9.8,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Super Greens,Super Greens}"
713,Plate,9.8,"{Teriyaki Chicken,Beijing Beef,Super Greens,Chow Mein}"
714,Plate,9.8,"{Teriyaki Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
715,Plate,9.8,"{Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
716,Plate,9.8,"{Teriyaki Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
717,Plate,9.8,"{Teriyaki Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
718,Plate,9.8,"{Broccoli Beef,Broccoli Beef,Chow Mein,White Rice}"
719,Plate,9.8,"{Broccoli Beef,Kung Pao Chicken,Fried Rice,Fried Rice}"
720,Plate,9.8,"{Broccoli Beef,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
721,Plate,9.8,"{Broccoli Beef,Beijing Beef,White Rice,White Rice}"
722,Plate,9.8,"{Broccoli Beef,Mushroom Chicken,Super Greens,Super Greens}"
723,Plate,9.8,"{Broccoli Beef,SweetFire Chicken Breast,Super Greens,Chow Mein}"
724,Plate,9.8,"{Broccoli Beef,String Bean Chicken Breast,Super Greens,Fried Rice}"
725,Plate,9.8,"{Broccoli Beef,Black Pepper Chicken,Super Greens,White Rice}"
726,Plate,9.8,"{Kung Pao Chicken,Kung Pao Chicken,Chow Mein,Chow Mein}"
727,Plate,9.8,"{Kung Pao Chicken,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
728,Plate,9.8,"{Kung Pao Chicken,Beijing Beef,Chow Mein,White Rice}"
729,Plate,9.8,"{Kung Pao Chicken,Mushroom Chicken,Fried Rice,Fried Rice}"
730,Plate,9.8,"{Kung Pao Chicken,SweetFire Chicken Breast,Fried Rice,White Rice}"
731,Plate,9.8,"{Kung Pao Chicken,String Bean Chicken Breast,White Rice,White Rice}"
732,Plate,9.8,"{Kung Pao Chicken,Black Pepper Chicken,Super Greens,Super Greens}"
733,Plate,9.8,"{Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Super Greens,Chow Mein}"
734,Plate,9.8,"{Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Fried Rice}"
735,Plate,9.8,"{Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,White Rice}"
736,Plate,9.8,"{Honey Sesame Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
737,Plate,9.8,"{Honey Sesame Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
738,Plate,9.8,"{Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
739,Plate,9.8,"{Beijing Beef,Beijing Beef,Fried Rice,Fried Rice}"
740,Plate,9.8,"{Beijing Beef,Mushroom Chicken,Fried Rice,White Rice}"
741,Plate,9.8,"{Beijing Beef,SweetFire Chicken Breast,White Rice,White Rice}"
742,Plate,9.8,"{Beijing Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
743,Plate,9.8,"{Beijing Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
744,Plate,9.8,"{Mushroom Chicken,Mushroom Chicken,Super Greens,Fried Rice}"
745,Plate,9.8,"{Mushroom Chicken,SweetFire Chicken Breast,Super Greens,White Rice}"
746,Plate,9.8,"{Mushroom Chicken,String Bean Chicken Breast,Chow Mein,Chow Mein}"
747,Plate,9.8,"{Mushroom Chicken,Black Pepper Chicken,Chow Mein,Fried Rice}"
748,Plate,9.8,"{SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,White Rice}"
749,Plate,9.8,"{SweetFire Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
750,Plate,9.8,"{SweetFire Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
751,Plate,9.8,"{String Bean Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
752,Plate,9.8,"{String Bean Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
753,Plate,9.8,"{Black Pepper Chicken,Black Pepper Chicken,Super Greens,Chow Mein}"
754,Plate,9.8,"{Original Orange Chicken,Original Orange Chicken,Super Greens,Fried Rice}"
755,Plate,11.3,"{Original Orange Chicken,Black Pepper Sirloin Steak,Super Greens,White Rice}"
756,Plate,11.3,"{Original Orange Chicken,Honey Walnut Shrimp,Chow Mein,Chow Mein}"
757,Plate,9.8,"{Original Orange Chicken,Teriyaki Chicken,Chow Mein,Fried Rice}"
758,Plate,9.8,"{Original Orange Chicken,Broccoli Beef,Chow Mein,White Rice}"
759,Plate,9.8,"{Original Orange Chicken,Kung Pao Chicken,Fried Rice,Fried Rice}"
760,Plate,9.8,"{Original Orange Chicken,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
761,Plate,9.8,"{Original Orange Chicken,Beijing Beef,White Rice,White Rice}"
762,Plate,9.8,"{Original Orange Chicken,Mushroom Chicken,Super Greens,Super Greens}"
763,Plate,9.8,"{Original Orange Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
764,Plate,9.8,"{Original Orange Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
765,Plate,9.8,"{Original Orange Chicken,Black Pepper Chicken,Super Greens,White Rice}"
766,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Sirloin Steak,Chow Mein,Chow Mein}"
767,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Walnut Shrimp,Chow Mein,Fried Rice}"
768,Plate,11.3,"{Black Pepper Sirloin Steak,Teriyaki Chicken,Chow Mein,White Rice}"
769,Plate,11.3,"{Black Pepper Sirloin Steak,Broccoli Beef,Fried Rice,Fried Rice}"
770,Plate,11.3,"{Black Pepper Sirloin Steak,Kung Pao Chicken,Fried Rice,White Rice}"
771,Plate,11.3,"{Black Pepper Sirloin Steak,Honey Sesame Chicken Breast,White Rice,White Rice}"
772,Plate,11.3,"{Black Pepper Sirloin Steak,Beijing Beef,Super Greens,Super Greens}"
773,Plate,11.3,"{Black Pepper Sirloin Steak,Mushroom Chicken,Super Greens,Chow Mein}"
774,Plate,11.3,"{Black Pepper Sirloin Steak,SweetFire Chicken Breast,Super Greens,Fried Rice}"
775,Plate,11.3,"{Black Pepper Sirloin Steak,String Bean Chicken Breast,Super Greens,White Rice}"
776,Plate,11.3,"{Black Pepper Sirloin Steak,Black Pepper Chicken,Chow Mein,Chow Mein}"
777,Plate,11.3,"{Honey Walnut Shrimp,Honey Walnut Shrimp,Chow Mein,Fried Rice}"
778,Plate,11.3,"{Honey Walnut Shrimp,Teriyaki Chicken,Chow Mein,White Rice}"
779,Plate,11.3,"{Honey Walnut Shrimp,Broccoli Beef,Fried Rice,Fried Rice}"
780,Plate,11.3,"{Honey Walnut Shrimp,Kung Pao Chicken,Fried Rice,White Rice}"
781,Plate,11.3,"{Honey Walnut Shrimp,Honey Sesame Chicken Breast,White Rice,White Rice}"
782,Plate,11.3,"{Honey Walnut Shrimp,Beijing Beef,Super Greens,Super Greens}"
783,Plate,11.3,"{Honey Walnut Shrimp,Mushroom Chicken,Super Greens,Chow Mein}"
784,Plate,11.3,"{Honey Walnut Shrimp,SweetFire Chicken Breast,Super Greens,Fried Rice}"
785,Plate,11.3,"{Honey Walnut Shrimp,String Bean Chicken Breast,Super Greens,White Rice}"
786,Plate,11.3,"{Honey Walnut Shrimp,Black Pepper Chicken,Chow Mein,Chow Mein}"
787,Plate,9.8,"{Teriyaki Chicken,Teriyaki Chicken,Chow Mein,Fried Rice}"
788,Plate,9.8,"{Teriyaki Chicken,Broccoli Beef,Chow Mein,White Rice}"
789,Plate,9.8,"{Teriyaki Chicken,Kung Pao Chicken,Fried Rice,Fried Rice}"
790,Plate,9.8,"{Teriyaki Chicken,Honey Sesame Chicken Breast,Fried Rice,White Rice}"
791,Plate,9.8,"{Teriyaki Chicken,Beijing Beef,White Rice,White Rice}"
792,Plate,9.8,"{Teriyaki Chicken,Mushroom Chicken,Super Greens,Super Greens}"
793,Plate,9.8,"{Teriyaki Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
794,Plate,9.8,"{Teriyaki Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
795,Plate,9.8,"{Teriyaki Chicken,Black Pepper Chicken,Super Greens,White Rice}"
796,Plate,9.8,"{Broccoli Beef,Broccoli Beef,Chow Mein,Chow Mein}"
797,Plate,9.8,"{Broccoli Beef,Kung Pao Chicken,Chow Mein,Fried Rice}"
798,Plate,9.8,"{Broccoli Beef,Honey Sesame Chicken Breast,Chow Mein,White Rice}"
799,Plate,9.8,"{Broccoli Beef,Beijing Beef,Fried Rice,Fried Rice}"
800,Plate,9.8,"{Broccoli Beef,Mushroom Chicken,Fried Rice,White Rice}"
801,Plate,9.8,"{Broccoli Beef,SweetFire Chicken Breast,White Rice,White Rice}"
802,Plate,9.8,"{Broccoli Beef,String Bean Chicken Breast,Super Greens,Super Greens}"
803,Plate,9.8,"{Broccoli Beef,Black Pepper Chicken,Super Greens,Chow Mein}"
804,Plate,9.8,"{Kung Pao Chicken,Kung Pao Chicken,Super Greens,Fried Rice}"
805,Plate,9.8,"{Kung Pao Chicken,Honey Sesame Chicken Breast,Super Greens,White Rice}"
806,Plate,9.8,"{Kung Pao Chicken,Beijing Beef,Chow Mein,Chow Mein}"
807,Plate,9.8,"{Kung Pao Chicken,Mushroom Chicken,Chow Mein,Fried Rice}"
808,Plate,9.8,"{Kung Pao Chicken,SweetFire Chicken Breast,Chow Mein,White Rice}"
809,Plate,9.8,"{Kung Pao Chicken,String Bean Chicken Breast,Fried Rice,Fried Rice}"
810,Plate,9.8,"{Kung Pao Chicken,Black Pepper Chicken,Fried Rice,White Rice}"
811,Plate,9.8,"{Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,White Rice,White Rice}"
812,Plate,9.8,"{Honey Sesame Chicken Breast,Beijing Beef,Super Greens,Super Greens}"
813,Plate,9.8,"{Honey Sesame Chicken Breast,Mushroom Chicken,Super Greens,Chow Mein}"
814,Plate,9.8,"{Honey Sesame Chicken Breast,SweetFire Chicken Breast,Super Greens,Fried Rice}"
815,Plate,9.8,"{Honey Sesame Chicken Breast,String Bean Chicken Breast,Super Greens,White Rice}"
816,Plate,9.8,"{Honey Sesame Chicken Breast,Black Pepper Chicken,Chow Mein,Chow Mein}"
817,Plate,9.8,"{Beijing Beef,Beijing Beef,Chow Mein,Fried Rice}"
818,Plate,9.8,"{Beijing Beef,Mushroom Chicken,Chow Mein,White Rice}"
819,Plate,9.8,"{Beijing Beef,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
820,Plate,9.8,"{Beijing Beef,String Bean Chicken Breast,Fried Rice,White Rice}"
821,Plate,9.8,"{Beijing Beef,Black Pepper Chicken,White Rice,White Rice}"
822,Plate,9.8,"{Mushroom Chicken,Mushroom Chicken,Super Greens,Super Greens}"
823,Plate,9.8,"{Mushroom Chicken,SweetFire Chicken Breast,Super Greens,Chow Mein}"
824,Plate,9.8,"{Mushroom Chicken,String Bean Chicken Breast,Super Greens,Fried Rice}"
825,Plate,9.8,"{Mushroom Chicken,Black Pepper Chicken,Super Greens,White Rice}"
826,Plate,9.8,"{SweetFire Chicken Breast,SweetFire Chicken Breast,Chow Mein,Chow Mein}"
827,Plate,9.8,"{SweetFire Chicken Breast,String Bean Chicken Breast,Chow Mein,Fried Rice}"
828,Plate,9.8,"{SweetFire Chicken Breast,Black Pepper Chicken,Chow Mein,White Rice}"
829,Plate,9.8,"{String Bean Chicken Breast,String Bean Chicken Breast,Fried Rice,Fried Rice}"
830,Plate,9.8,"{String Bean Chicken Breast,Black Pepper Chicken,Fried Rice,White Rice}"
831,Plate,9.8,"{Black Pepper Chicken,Black Pepper Chicken,White Rice,White Rice}"
780,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Beijing Beef,Super Greens,Super Greens}"
781,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Mushroom Chicken,Super Greens,Chow Mein}"
782,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,SweetFire Chicken Breast,Super Greens,Fried Rice}"
783,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,String Bean Chicken Breast,Super Greens,White Rice}"
784,Larger Plate,11.3,"{Original Orange Chicken,Kung Pao Chicken,Black Pepper Chicken,Chow Mein,Chow Mein}"
785,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Honey Sesame Chicken Breast,Chow Mein,Fried Rice}"
786,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Beijing Beef,Chow Mein,White Rice}"
787,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Mushroom Chicken,Fried Rice,Fried Rice}"
788,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,SweetFire Chicken Breast,Fried Rice,White Rice}"
789,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,String Bean Chicken Breast,White Rice,White Rice}"
790,Larger Plate,11.3,"{Original Orange Chicken,Honey Sesame Chicken Breast,Black Pepper Chicken,Super Greens,Super Greens}"
791,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Beijing Beef,Super Greens,Chow Mein}"
792,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Mushroom Chicken,Super Greens,Fried Rice}"
793,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,SweetFire Chicken Breast,Super Greens,White Rice}"
794,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,String Bean Chicken Breast,Chow Mein,Chow Mein}"
795,Larger Plate,11.3,"{Original Orange Chicken,Beijing Beef,Black Pepper Chicken,Chow Mein,Fried Rice}"
796,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Mushroom Chicken,Chow Mein,White Rice}"
797,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,SweetFire Chicken Breast,Fried Rice,Fried Rice}"
798,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,String Bean Chicken Breast,Fried Rice,White Rice}"
799,Larger Plate,11.3,"{Original Orange Chicken,Mushroom Chicken,Black Pepper Chicken,White Rice,White Rice}"
800,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,SweetFire Chicken Breast,Super Greens,Super Greens}"
801,Larger Plate,11.3,"{Original Orange Chicken,SweetFire Chicken Breast,String Bean Chicken Breast,Super Greens,Chow Mein}"
