orderid,item,itemid
3922,2461,4636
3923,2941,4637
3924,1606,4638
3925,4121,4639
3926,3082,4640
3927,3531,4641
3928,2160,4642
3929,1703,4643
3930,3218,4644
3931,2419,4645
3932,4928,4646
3933,4555,4647
3934,6,4648
3935,1374,4649
3936,4706,4650
3937,3011,4651
3938,409,4652
3939,1944,4653
3940,2037,4654
3941,5145,4655
3942,5204,4656
3943,1930,4657
3944,3362,4658
3945,705,4659
3946,4359,4660
3947,649,4661
3947,756,4662
3947,5150,4663
3948,385,4664
3949,1539,4665
3950,3420,4666
3950,2236,4667
3951,1232,4668
3952,1419,4669
3953,883,4670
3954,767,4671
3955,1735,4672
3955,628,4673
3955,1385,4674
3956,555,4675
3957,219,4676
3958,3631,4677
3959,1472,4678
3959,1547,4679
3960,3609,4680
3961,3086,4681
3962,1301,4682
3963,165,4683
3964,539,4684
3965,4100,4685
3966,5077,4686
3967,2941,4687
3968,2209,4688
3969,3577,4689
3970,777,4690
3971,3842,4691
3972,1106,4692
3973,3334,4693
3974,3166,4694
3975,3880,4695
3976,4759,4696
3977,2662,4697
3977,3572,4698
3978,4659,4699
3979,2506,4700
3980,311,4701
3981,3044,4702
3982,4195,4703
3983,2989,4704
3984,3833,4705
3985,4587,4706
3986,3962,4707
3987,198,4708
3988,291,4709
3989,1432,4710
3990,4581,4711
3991,1017,4712
3992,991,4713
3993,4796,4714
3994,2265,4715
3995,5072,4716
3996,44,4717
3997,2699,4718
3998,4886,4719
3999,5154,4720
4000,1300,4721
4001,4511,4722
4001,3073,4723
4002,965,4724
4003,4999,4725
4004,4520,4726
4005,5141,4727
4006,4511,4728
4007,3165,4729
4008,2152,4730
4009,984,4731
4010,1364,4732
4011,4713,4733
4011,2193,4734
4012,3310,4735
4013,725,4736
4014,232,4737
4015,1183,4738
4016,989,4739
4017,3357,4740
4018,52,4741
4019,3715,4742
4020,2424,4743
4021,2924,4744
4022,196,4745
4023,5325,4746
4024,4352,4747
4025,3126,4748
4026,3918,4749
4027,2221,4750
4028,2118,4751
4029,4705,4752
4030,2539,4753
4031,3175,4754
4032,2908,4755
4033,1268,4756
4034,1147,4757
4035,3608,4758
4036,3367,4759
4037,3307,4760
4038,4150,4761
4039,700,4762
4040,2264,4763
4041,2098,4764
4042,2042,4765
4043,3148,4766
4044,4551,4767
4045,3533,4768
4045,1295,4769
4045,831,4770
4046,3625,4771
4047,1380,4772
4048,4294,4773
4049,1763,4774
4049,4681,4775
4049,3355,4776
4050,1608,4777
4051,3689,4778
4052,339,4779
4052,40,4780
4052,1253,4781
4053,1442,4782
4054,99,4783
4055,4726,4784
4056,8,4785
4057,1524,4786
4058,904,4787
4059,4727,4788
4060,3060,4789
4061,1862,4790
4061,3501,4791
4062,3620,4792
4062,4482,4793
4063,732,4794
4064,4343,4795
4065,2527,4796
4065,5023,4797
4066,4129,4798
4067,2467,4799
4068,2158,4800
4069,1456,4801
4070,2482,4802
4071,1084,4803
4072,3946,4804
4073,729,4805
4074,1232,4806
4075,1273,4807
4076,136,4808
4077,5297,4809
4078,4260,4810
4079,1733,4811
4080,4872,4812
4081,2903,4813
4082,2313,4814
4083,3473,4815
4084,1099,4816
4084,237,4817
4085,3878,4818
4086,613,4819
4087,4150,4820
4088,65,4821
4089,2495,4822
4090,2628,4823
4091,3267,4824
4092,5211,4825
4093,3705,4826
4094,4469,4827
4095,3912,4828
4096,2295,4829
4097,181,4830
4098,3954,4831
4099,392,4832
4099,489,4833
4100,4083,4834
4101,1722,4835
4102,4309,4836
4102,3728,4837
4103,1574,4838
4104,2330,4839
4105,2322,4840
4106,2470,4841
4107,2091,4842
4108,5135,4843
4109,1883,4844
4110,2018,4845
4111,4501,4846
4112,2488,4847
4113,2035,4848
4114,4368,4849
4115,1662,4850
4116,3187,4851
4117,1203,4852
4118,2232,4853
4119,2850,4854
4120,5046,4855
4121,3784,4856
4122,413,4857
4123,3614,4858
4124,3275,4859
4125,4700,4860
4126,5259,4861
4126,110,4862
4127,1822,4863
4128,55,4864
4129,3077,4865
4130,3024,4866
4131,2275,4867
4132,1884,4868
4133,342,4869
4134,3991,4870
4135,2809,4871
4136,2181,4872
4137,977,4873
4138,130,4874
4139,4874,4875
4140,3142,4876
4141,845,4877
4142,161,4878
4143,1697,4879
4144,1216,4880
4145,977,4881
4146,4714,4882
4147,21,4883
4148,1163,4884
4149,5071,4885
4150,4169,4886
4151,2425,4887
4152,133,4888
4153,1005,4889
4153,2664,4890
4153,94,4891
4154,1073,4892
4155,1880,4893
4156,3464,4894
4157,85,4895
4158,4052,4896
4159,1483,4897
4160,73,4898
4161,1689,4899
4162,943,4900
4163,217,4901
4164,4916,4902
4165,3875,4903
4166,1793,4904
4167,2357,4905
4168,1396,4906
4169,59,4907
4170,796,4908
4171,3747,4909
4172,1920,4910
4173,465,4911
4174,3604,4912
4175,2967,4913
4176,4901,4914
4177,1021,4915
4178,550,4916
4179,5309,4917
4179,27,4918
4180,3748,4919
4181,1337,4920
4182,402,4921
4183,3057,4922
4184,1213,4923
4185,4779,4924
4186,4101,4925
4187,3788,4926
4188,1211,4927
4188,2891,4928
4188,4156,4929
4189,3022,4930
4190,1372,4931
4191,3842,4932
4192,4300,4933
4193,3967,4934
4194,2302,4935
4195,2081,4936
4196,813,4937
4197,934,4938
4198,4481,4939
4199,1383,4940
4200,4136,4941
4201,4338,4942
4202,5112,4943
4203,4606,4944
4204,9,4945
4205,5079,4946
4206,2540,4947
4207,5243,4948
4208,1776,4949
4208,597,4950
4209,4602,4951
4210,1552,4952
4211,4587,4953
4212,2895,4954
4213,4097,4955
4214,3199,4956
4215,969,4957
4216,3824,4958
4216,5020,4959
4216,163,4960
4217,4625,4961
4218,1228,4962
4219,2872,4963
4220,3315,4964
4221,4300,4965
4222,4209,4966
4223,1575,4967
4224,4569,4968
4225,1069,4969
4226,1323,4970
4227,4975,4971
4228,2582,4972
4229,2302,4973
4230,2356,4974
4231,1074,4975
4232,3199,4976
4233,3209,4977
4234,3404,4978
4235,3278,4979
4236,2890,4980
4237,4864,4981
4238,4452,4982
4239,822,4983
4240,450,4984
4241,2013,4985
4242,2439,4986
4243,2858,4987
4244,298,4988
4245,1037,4989
4246,4097,4990
4247,4139,4991
4247,1289,4992
4248,4374,4993
4249,186,4994
4250,1737,4995
4251,48,4996
4252,2815,4997
4253,2723,4998
4254,36,4999
4255,1702,5000
4256,4904,5001
4257,2013,5002
4258,2843,5003
4259,4735,5004
4260,3556,5005
4261,4177,5006
4262,2094,5007
4263,5141,5008
4264,2253,5009
4265,1982,5010
4266,4549,5011
4267,1825,5012
4268,2035,5013
4269,1135,5014
4270,5101,5015
4271,4375,5016
4272,89,5017
4273,1787,5018
4274,1131,5019
4275,3224,5020
4276,1532,5021
4277,4447,5022
4278,159,5023
4279,3852,5024
4280,2158,5025
4281,4741,5026
4282,573,5027
4283,5219,5028
4284,102,5029
4285,3743,5030
4286,4934,5031
4287,5073,5032
4288,1162,5033
4289,4633,5034
4290,1832,5035
4291,2594,5036
4292,2961,5037
4293,4894,5038
4294,3516,5039
4295,1882,5040
4296,4997,5041
4297,4281,5042
4298,154,5043
4299,2214,5044
4300,3319,5045
4301,976,5046
4302,109,5047
4302,4030,5048
4303,4886,5049
4304,650,5050
4305,946,5051
4306,1355,5052
4307,4896,5053
4308,1175,5054
4309,1985,5055
4310,927,5056
4311,2210,5057
4312,1540,5058
4313,5012,5059
4314,4331,5060
4315,1230,5061
4316,618,5062
4317,3835,5063
4318,2146,5064
4319,541,5065
4319,408,5066
4320,479,5067
4321,676,5068
4322,988,5069
4323,873,5070
4324,4498,5071
4325,3988,5072
4326,1866,5073
4327,689,5074
4328,4470,5075
4329,434,5076
4330,4258,5077
4331,3661,5078
4332,1232,5079
4332,1367,5080
4333,3396,5081
4334,3691,5082
4335,3067,5083
4336,4243,5084
4337,2182,5085
4338,1304,5086
4339,5026,5087
4340,918,5088
4341,2969,5089
4342,4211,5090
4343,2975,5091
4344,3554,5092
4345,1608,5093
4346,4825,5094
4347,4750,5095
4348,2008,5096
4349,4201,5097
4350,3158,5098
4351,4091,5099
4352,3154,5100
4353,3212,5101
4354,2403,5102
4355,793,5103
4356,1142,5104
4357,2911,5105
4357,134,5106
4358,1224,5107
4359,498,5108
4360,1598,5109
4361,2884,5110
4362,3166,5111
4363,1276,5112
4363,4311,5113
4363,56,5114
4364,3642,5115
4365,682,5116
4366,2258,5117
4367,2576,5118
4367,5097,5119
4368,4775,5120
4369,1340,5121
4370,4847,5122
4371,1828,5123
4372,1620,5124
4373,4129,5125
4374,3407,5126
4375,4720,5127
4375,1386,5128
4375,3548,5129
4376,4825,5130
4377,3048,5131
4378,4971,5132
4379,2315,5133
4380,2919,5134
4380,5032,5135
4380,4172,5136
4381,1697,5137
4382,998,5138
4383,4129,5139
4384,232,5140
4385,3760,5141
4386,942,5142
4387,1978,5143
4388,4912,5144
4389,1335,5145
4390,2441,5146
4391,2718,5147
4392,3392,5148
4393,2806,5149
4394,1215,5150
4395,2011,5151
4396,1603,5152
4397,4192,5153
4398,5113,5154
4399,3194,5155
4400,2135,5156
4401,4279,5157
4402,4808,5158
4403,5084,5159
4404,1093,5160
4405,5021,5161
4406,3147,5162
4407,3256,5163
4408,3222,5164
4409,1124,5165
4410,3078,5166
4411,556,5167
4412,805,5168
4413,2417,5169
4414,3466,5170
4415,4546,5171
4416,5322,5172
4417,3059,5173
4418,3580,5174
4419,3291,5175
4420,5008,5176
4421,1431,5177
4422,1147,5178
4423,1500,5179
4424,1616,5180
4425,2173,5181
4426,105,5182
4427,5132,5183
4428,4916,5184
4429,440,5185
4430,2667,5186
4431,3448,5187
4432,2048,5188
4432,3860,5189
4433,3271,5190
4434,242,5191
4435,317,5192
4436,4680,5193
4437,970,5194
4438,1784,5195
4439,3362,5196
4440,4698,5197
4441,5055,5198
4442,1789,5199
4443,4688,5200
4444,3150,5201
4445,4330,5202
4446,4037,5203
4447,1,5204
4447,4379,5205
4448,4781,5206
4449,3979,5207
4450,4187,5208
4451,5253,5209
4452,1684,5210
4453,2649,5211
4454,4485,5212
4455,802,5213
4456,2977,5214
4457,2914,5215
4458,978,5216
4459,4940,5217
4460,4132,5218
4461,4120,5219
4462,2564,5220
4463,4094,5221
4464,1985,5222
4465,63,5223
4466,43,5224
4467,5038,5225
4468,4035,5226
4469,3064,5227
4470,3142,5228
4471,5252,5229
4472,4029,5230
4473,395,5231
4474,1826,5232
4475,3167,5233
4476,2668,5234
4477,5294,5235
4477,898,5236
4477,1687,5237
4478,4334,5238
4479,4028,5239
4480,3548,5240
4481,946,5241
4482,4533,5242
4483,1415,5243
4484,1605,5244
4485,530,5245
4486,2650,5246
4487,4047,5247
4488,995,5248
4489,4507,5249
4490,1885,5250
4491,4579,5251
4492,113,5252
4493,2106,5253
4494,3329,5254
4495,3829,5255
4496,2203,5256
4497,4332,5257
4498,3607,5258
4499,1730,5259
4500,3446,5260
4500,3367,5261
4501,976,5262
4501,1240,5263
4502,603,5264
4502,4434,5265
4502,5200,5266
4503,3152,5267
4504,165,5268
4505,3233,5269
4506,921,5270
4507,1188,5271
4508,614,5272
4509,1610,5273
4510,3722,5274
4511,3536,5275
4512,1434,5276
4513,1335,5277
4513,938,5278
4513,3526,5279
4514,4766,5280
4514,3871,5281
4515,4763,5282
4516,2596,5283
4517,4753,5284
4517,172,5285
4518,4304,5286
4519,3884,5287
4520,1000,5288
4520,789,5289
4520,2700,5290
4521,2079,5291
4522,5174,5292
4523,1864,5293
4524,3010,5294
4525,1415,5295
4526,134,5296
4527,780,5297
4528,2429,5298
4529,1918,5299
4530,3007,5300
4531,2224,5301
4532,4826,5302
4533,4670,5303
4534,4339,5304
4535,1251,5305
4535,459,5306
4535,3393,5307
4536,4679,5308
4537,4451,5309
4538,337,5310
4539,2443,5311
4540,4887,5312
4541,3228,5313
4542,1531,5314
4543,2397,5315
4544,4610,5316
4545,2809,5317
4546,648,5318
4547,4849,5319
4548,2719,5320
4549,4184,5321
4550,5072,5322
4551,3097,5323
4552,5277,5324
4553,4673,5325
4554,1513,5326
4555,4186,5327
4556,1609,5328
4557,3790,5329
4558,959,5330
4559,1648,5331
4560,5086,5332
4561,751,5333
4562,836,5334
4563,2995,5335
4564,241,5336
4565,4274,5337
4566,3155,5338
4567,4227,5339
4568,3904,5340
4569,1575,5341
4570,3924,5342
4571,3346,5343
4572,2185,5344
4573,4418,5345
4574,211,5346
4575,2283,5347
4576,3133,5348
4577,3881,5349
4578,2507,5350
4579,1997,5351
4580,360,5352
4581,1940,5353
4582,4877,5354
4583,4939,5355
4584,2576,5356
4585,4881,5357
4586,175,5358
4587,3045,5359
4588,3634,5360
4589,4972,5361
4590,3069,5362
4591,4100,5363
4592,3736,5364
4593,4409,5365
4594,2687,5366
4595,870,5367
4596,1956,5368
4597,4307,5369
4598,345,5370
4599,1968,5371
4600,5179,5372
4601,4759,5373
4602,4456,5374
4603,3825,5375
4604,5159,5376
4604,3371,5377
4605,4706,5378
4606,117,5379
4607,5232,5380
4608,985,5381
4608,2950,5382
4608,1839,5383
4609,2826,5384
4610,5263,5385
4611,4624,5386
4612,2502,5387
4613,4278,5388
4614,2160,5389
4615,3389,5390
4616,2764,5391
4617,1416,5392
4618,4443,5393
4619,616,5394
4620,4705,5395
4621,3164,5396
4622,2713,5397
4623,4788,5398
4624,4843,5399
4625,3475,5400
4626,4473,5401
4627,4820,5402
4628,5034,5403
4629,3431,5404
4630,1038,5405
4631,2109,5406
4632,3513,5407
4633,5066,5408
4634,2205,5409
4635,977,5410
4636,1774,5411
4637,1804,5412
4638,654,5413
4639,2724,5414
4640,2372,5415
4640,5285,5416
4641,3606,5417
4642,3279,5418
4643,4207,5419
4644,3884,5420
4645,4258,5421
4646,3439,5422
4647,2981,5423
4648,2125,5424
4648,4237,5425
4648,4483,5426
4649,3273,5427
4650,3824,5428
4651,2815,5429
4652,2931,5430
4653,298,5431
4654,4009,5432
4655,4626,5433
4656,1519,5434
4657,2841,5435
4658,4752,5436
4659,1193,5437
4660,3643,5438
4661,2050,5439
4661,2862,5440
4662,2699,5441
4663,3787,5442
4664,384,5443
4665,28,5444
4666,4976,5445
4667,1616,5446
4668,5209,5447
4669,2530,5448
4670,384,5449
4671,3934,5450
4672,2019,5451
4673,4446,5452
4674,4119,5453
4675,1188,5454
4675,68,5455
4676,2481,5456
4677,786,5457
4678,956,5458
4679,1979,5459
4680,2924,5460
4681,1236,5461
4681,2754,5462
4681,1791,5463
4682,399,5464
4683,1243,5465
4684,1222,5466
4685,3663,5467
4686,2887,5468
4687,2134,5469
4688,2978,5470
4688,605,5471
4689,930,5472
4690,3733,5473
4690,1861,5474
4690,3344,5475
4691,1723,5476
4692,5179,5477
4693,3836,5478
4694,896,5479
4695,4728,5480
4696,2916,5481
4697,2037,5482
4698,341,5483
4699,33,5484
4699,1928,5485
4699,2886,5486
4700,4692,5487
4701,5242,5488
4702,3246,5489
4703,2352,5490
4704,258,5491
4705,1821,5492
4706,664,5493
4707,995,5494
4708,3380,5495
4709,3717,5496
4710,2881,5497
4711,3100,5498
4712,1158,5499
4713,5071,5500
4714,1399,5501
4715,690,5502
4716,5307,5503
4717,4885,5504
4718,2357,5505
4719,3869,5506
4720,653,5507
4721,2565,5508
4722,3195,5509
4723,4900,5510
4724,5288,5511
4725,4913,5512
4726,1369,5513
4727,2870,5514
4728,810,5515
4729,3366,5516
4730,346,5517
4731,1212,5518
4732,4481,5519
4733,4011,5520
4734,1212,5521
4735,2351,5522
4736,4085,5523
4737,3063,5524
4737,478,5525
4738,2297,5526
4739,192,5527
4740,1806,5528
4741,3531,5529
4742,1865,5530
4743,5050,5531
4744,3571,5532
4745,2149,5533
4746,4768,5534
4747,1932,5535
4748,1628,5536
4749,4223,5537
4750,3223,5538
4751,3937,5539
4752,3479,5540
4753,842,5541
4753,2611,5542
4754,1599,5543
4755,4783,5544
4756,2069,5545
4757,2157,5546
4758,341,5547
4759,4753,5548
4760,2781,5549
4761,4681,5550
4762,2752,5551
4763,2901,5552
4764,1094,5553
4765,412,5554
4766,381,5555
4767,3705,5556
4768,2191,5557
4769,4570,5558
4770,3074,5559
4771,1383,5560
4771,1612,5561
4772,2148,5562
4773,1960,5563
4774,3060,5564
4775,4160,5565
4776,2033,5566
4777,4983,5567
4778,5167,5568
4778,893,5569
4779,2863,5570
4780,1657,5571
4781,5018,5572
4781,3821,5573
4782,2890,5574
4783,264,5575
4784,43,5576
4785,3932,5577
4786,4625,5578
4787,1946,5579
4788,1661,5580
4789,1442,5581
4790,3017,5582
4791,2526,5583
4792,2275,5584
4793,4281,5585
4794,591,5586
4795,4091,5587
4796,1393,5588
4797,3033,5589
4798,4089,5590
4799,5301,5591
4800,3831,5592
4801,654,5593
4801,740,5594
4801,2840,5595
4802,1544,5596
4803,789,5597
4804,3473,5598
4805,9,5599
4806,4165,5600
4807,4759,5601
4808,2953,5602
4808,158,5603
4809,475,5604
4810,3002,5605
4811,4448,5606
4812,2779,5607
4813,5203,5608
4814,1537,5609
4815,985,5610
4816,2979,5611
4817,2657,5612
4818,1246,5613
4819,4667,5614
4820,5050,5615
4821,3771,5616
4822,4075,5617
4822,2953,5618
4823,4645,5619
4823,1029,5620
4823,4891,5621
4824,3229,5622
4825,184,5623
4826,4626,5624
4827,2851,5625
4828,2081,5626
4829,3266,5627
4830,168,5628
4831,196,5629
4832,4866,5630
4833,3070,5631
4834,196,5632
4835,342,5633
4836,147,5634
4837,1505,5635
4838,3812,5636
4839,4090,5637
4840,1056,5638
4841,2307,5639
4842,1220,5640
4843,3377,5641
4844,3793,5642
4845,4321,5643
4846,930,5644
4846,2934,5645
4846,2264,5646
4847,1309,5647
4848,4057,5648
4849,2994,5649
4850,3945,5650
4851,5329,5651
4852,4679,5652
4853,488,5653
4854,1396,5654
4855,1125,5655
4856,660,5656
4857,4108,5657
4858,1253,5658
4859,4382,5659
4860,4659,5660
4861,4323,5661
4862,3203,5662
4863,2085,5663
4864,2872,5664
4865,3831,5665
4866,199,5666
4867,3600,5667
4868,4954,5668
4869,3927,5669
4870,3961,5670
4871,1120,5671
4872,1672,5672
4873,4671,5673
4874,4167,5674
4875,510,5675
4875,405,5676
4876,3868,5677
4877,4064,5678
4878,129,5679
4879,4055,5680
4880,1925,5681
4881,5078,5682
4882,1015,5683
4883,3667,5684
4884,530,5685
4885,2043,5686
4886,299,5687
4887,4309,5688
4888,2393,5689
4888,3345,5690
4889,3933,5691
4890,2173,5692
4891,3872,5693
4892,3715,5694
4893,2921,5695
4894,1661,5696
4895,1215,5697
4896,3761,5698
4897,5292,5699
4898,1841,5700
4899,3849,5701
4900,3534,5702
4901,3139,5703
4902,4674,5704
4903,1882,5705
4904,801,5706
4905,1020,5707
4906,920,5708
4907,4661,5709
4908,1401,5710
4909,1691,5711
4910,2143,5712
4911,3598,5713
4912,3807,5714
4913,4463,5715
4914,4732,5716
4915,4365,5717
4916,1397,5718
4917,4296,5719
4918,1258,5720
4919,27,5721
4920,2184,5722
4921,3786,5723
4921,4153,5724
4922,1379,5725
4923,4637,5726
4924,2490,5727
4925,1650,5728
4925,2078,5729
4925,584,5730
4926,2512,5731
4927,3728,5732
4927,2277,5733
4927,3654,5734
4928,2792,5735
4929,3100,5736
4930,4054,5737
4931,3128,5738
4932,2503,5739
4933,487,5740
4934,904,5741
4935,3009,5742
4936,2428,5743
4937,2891,5744
4938,4333,5745
4939,3175,5746
4940,3886,5747
4941,4989,5748
4942,4026,5749
4943,4691,5750
4944,5196,5751
4945,3292,5752
4946,2171,5753
4947,2236,5754
4948,1609,5755
4949,1949,5756
4950,4344,5757
4951,1097,5758
4952,1738,5759
4953,1777,5760
4954,2989,5761
4954,3748,5762
4954,3888,5763
4955,279,5764
4956,490,5765
4957,690,5766
4958,262,5767
4959,1876,5768
4960,1058,5769
4961,2132,5770
4962,2058,5771
4963,3918,5772
4964,509,5773
4965,1782,5774
4966,1633,5775
4967,1089,5776
4967,252,5777
4967,3119,5778
4968,685,5779
4969,1612,5780
4970,5165,5781
4971,1490,5782
4972,5141,5783
4973,738,5784
4974,715,5785
4975,2416,5786
4976,5236,5787
4977,1278,5788
4978,1263,5789
4979,4203,5790
4980,2129,5791
4980,3099,5792
4980,2255,5793
4981,2098,5794
4982,3749,5795
4983,5078,5796
4984,3132,5797
4985,207,5798
4986,1347,5799
4987,1038,5800
4988,3427,5801
4989,2584,5802
4990,1128,5803
4991,1918,5804
4992,1918,5805
4993,596,5806
4994,1755,5807
4995,2876,5808
4996,3496,5809
4997,3477,5810
4998,942,5811
4999,2543,5812
5000,4170,5813
5001,211,5814
5002,2413,5815
5003,3817,5816
5004,231,5817
5005,3376,5818
5006,1971,5819
5007,3411,5820
5008,2636,5821
5008,683,5822
5009,4244,5823
5010,881,5824
5011,3601,5825
5012,3312,5826
5013,1056,5827
5013,2012,5828
5014,2772,5829
5015,1971,5830
5016,2621,5831
5017,805,5832
5018,86,5833
5019,4210,5834
5020,4302,5835
5020,2227,5836
5021,417,5837
5022,1580,5838
5023,848,5839
5024,3115,5840
5025,2202,5841
5025,183,5842
5025,3015,5843
5026,2397,5844
5027,1856,5845
5028,3103,5846
5029,2633,5847
5029,3742,5848
5030,3786,5849
5031,1665,5850
5032,1255,5851
5033,257,5852
5034,3028,5853
5035,2149,5854
5036,3358,5855
5036,3586,5856
5036,4413,5857
5037,2679,5858
5038,1847,5859
5039,75,5860
5040,4180,5861
5041,4447,5862
5042,2799,5863
5043,1581,5864
5044,491,5865
5045,4357,5866
5046,1069,5867
5047,434,5868
5048,5078,5869
5049,618,5870
5050,5288,5871
5051,4858,5872
5051,2459,5873
5051,4006,5874
5052,3664,5875
5053,2144,5876
5054,4805,5877
5055,4649,5878
5056,316,5879
5057,726,5880
5058,644,5881
5059,4101,5882
5059,4335,5883
5059,3064,5884
5060,979,5885
5061,4847,5886
5062,4981,5887
5063,3062,5888
5064,1458,5889
5064,2184,5890
5065,4591,5891
5066,164,5892
5067,2399,5893
5068,1632,5894
5069,5018,5895
5070,643,5896
5071,2287,5897
5072,4377,5898
5073,962,5899
5074,4195,5900
5075,1507,5901
5075,4299,5902
5075,2670,5903
5076,398,5904
5077,3613,5905
5078,3381,5906
5079,2236,5907
5080,2110,5908
5081,2728,5909
5082,4421,5910
5083,2936,5911
5084,3587,5912
5085,3282,5913
5086,5266,5914
5086,3841,5915
5087,3658,5916
5088,2990,5917
5089,1659,5918
5090,1355,5919
5091,3303,5920
5092,4368,5921
5093,1394,5922
5094,2045,5923
5095,839,5924
5096,1193,5925
5097,1192,5926
5098,3511,5927
5099,4485,5928
5100,3800,5929
5101,2455,5930
5102,35,5931
5103,3701,5932
5104,3585,5933
5105,2942,5934
5106,2616,5935
5107,5299,5936
5108,368,5937
5109,3737,5938
5110,4731,5939
5111,1408,5940
5112,2782,5941
5113,3008,5942
5114,3789,5943
5115,2160,5944
5116,2815,5945
5117,881,5946
5117,1138,5947
5118,3301,5948
5119,2131,5949
5120,3629,5950
5121,2078,5951
5122,4813,5952
5123,4009,5953
5124,313,5954
5125,1166,5955
5126,1975,5956
5126,4694,5957
5127,3468,5958
5128,2891,5959
5129,336,5960
5130,4862,5961
5131,5299,5962
5132,3041,5963
5133,3053,5964
5134,623,5965
5135,897,5966
5136,2165,5967
5137,1333,5968
5138,4481,5969
5139,3853,5970
5140,1149,5971
5141,2664,5972
5142,2000,5973
5143,4637,5974
5144,4711,5975
5145,5082,5976
5146,3536,5977
5147,791,5978
5148,4619,5979
5149,2985,5980
5150,5027,5981
5151,541,5982
5152,1099,5983
5153,154,5984
5154,3585,5985
5155,1813,5986
5156,5170,5987
5157,604,5988
5158,4529,5989
5159,1843,5990
5160,3292,5991
5161,2929,5992
5162,1102,5993
5163,2481,5994
5163,4140,5995
5164,2474,5996
5164,4475,5997
5164,4962,5998
5165,933,5999
5166,2151,6000
5167,2235,6001
5168,340,6002
5169,4736,6003
5170,4537,6004
5170,2710,6005
5171,3677,6006
5172,4312,6007
5173,561,6008
5174,4824,6009
5175,1400,6010
5176,1691,6011
5176,1411,6012
5177,264,6013
5178,66,6014
5179,2529,6015
5179,3299,6016
5180,4903,6017
5181,5151,6018
5182,4595,6019
5183,3828,6020
5184,1530,6021
5185,4811,6022
5186,2549,6023
5187,2841,6024
5188,2969,6025
5189,1710,6026
5189,1540,6027
5190,887,6028
5191,2795,6029
5191,2542,6030
5191,4322,6031
5192,2973,6032
5193,4437,6033
5194,2514,6034
5195,4565,6035
5196,5026,6036
5197,509,6037
5198,2297,6038
5198,4501,6039
5198,2428,6040
5199,5006,6041
5200,3817,6042
5201,1558,6043
5202,3706,6044
5203,576,6045
5204,2846,6046
5205,1313,6047
5206,5257,6048
5207,3954,6049
5208,105,6050
5209,109,6051
5210,2799,6052
5211,557,6053
5212,2000,6054
5213,2353,6055
5214,1995,6056
5215,2845,6057
5215,2292,6058
5215,3965,6059
5216,5025,6060
5217,4866,6061
5218,2851,6062
5219,1482,6063
5220,3455,6064
5221,2739,6065
5222,3581,6066
5223,1902,6067
5224,123,6068
5225,3806,6069
5226,1334,6070
5227,4493,6071
5227,4125,6072
5228,3611,6073
5229,2845,6074
5230,3486,6075
5231,4494,6076
5232,2239,6077
5233,4256,6078
5234,4210,6079
5235,2587,6080
5235,2217,6081
5235,937,6082
5236,2014,6083
5237,2715,6084
5238,333,6085
5239,1180,6086
5240,4937,6087
5241,2719,6088
5242,4690,6089
5243,1754,6090
5244,3102,6091
5245,675,6092
5246,1268,6093
5247,3594,6094
5248,150,6095
5249,377,6096
5250,2070,6097
5251,60,6098
5252,362,6099
5253,2817,6100
5254,4757,6101
5255,3527,6102
5255,5028,6103
5256,4376,6104
5257,425,6105
5258,1230,6106
5259,3686,6107
5260,785,6108
5261,5164,6109
5262,3054,6110
5263,3004,6111
5264,3037,6112
5265,2066,6113
5266,4346,6114
5267,4891,6115
5268,5258,6116
5269,3476,6117
5270,3279,6118
5271,2532,6119
5272,1850,6120
5273,4278,6121
5274,2627,6122
5275,2103,6123
5276,4395,6124
5277,512,6125
5278,420,6126
5279,3041,6127
5280,680,6128
5281,3949,6129
5281,2739,6130
5282,2774,6131
5283,1188,6132
5284,808,6133
5285,104,6134
5286,885,6135
5287,3722,6136
5288,3200,6137
5288,4814,6138
5289,1406,6139
5290,2032,6140
5291,1011,6141
5292,923,6142
5293,4751,6143
5294,3145,6144
5295,1382,6145
5296,5245,6146
5297,2728,6147
5298,2289,6148
5299,4106,6149
5300,5199,6150
5301,3966,6151
5302,2897,6152
5303,1182,6153
5304,53,6154
5305,4225,6155
5306,784,6156
5306,1278,6157
5307,3527,6158
5307,724,6159
5308,1460,6160
5309,3315,6161
5310,686,6162
5311,4942,6163
5312,1187,6164
5313,3746,6165
5314,3486,6166
5315,3756,6167
5316,379,6168
5317,4523,6169
5318,1564,6170
5319,2555,6171
5320,3718,6172
5321,4726,6173
5322,1325,6174
5323,4241,6175
5324,1538,6176
5325,5058,6177
5326,78,6178
5327,3885,6179
5328,3164,6180
5329,4330,6181
5330,1645,6182
5331,3148,6183
5332,4571,6184
5333,1251,6185
5334,293,6186
5335,3296,6187
5336,2809,6188
5337,4250,6189
5338,4778,6190
5339,1656,6191
5340,2095,6192
5341,1016,6193
5342,1577,6194
5343,2472,6195
5343,2142,6196
5344,4848,6197
5345,3375,6198
5346,2462,6199
5347,300,6200
5348,1027,6201
5348,3174,6202
5348,2533,6203
5349,932,6204
5350,4622,6205
5351,427,6206
5352,5032,6207
5353,4898,6208
5354,613,6209
5355,1095,6210
5356,2551,6211
5357,1634,6212
5358,236,6213
5359,3278,6214
5360,3579,6215
5361,3654,6216
5362,1166,6217
5363,2766,6218
5363,2531,6219
5364,4255,6220
5365,4763,6221
5366,4781,6222
