itemid,type,baseprice
7388,Larger Plate,12.70
7389,Larger Plate,12.70
7390,Larger Plate,12.70
7391,Larger Plate,12.70
7392,Larger Plate,12.70
7393,Larger Plate,12.70
7394,Larger Plate,12.70
7395,Larger Plate,12.70
7396,Larger Plate,12.70
7397,Larger Plate,12.70
7399,Larger Plate,12.70
7400,Larger Plate,12.70
7401,Larger Plate,12.70
7402,Larger Plate,12.70
7403,Larger Plate,12.70
7404,Larger Plate,12.70
7405,Larger Plate,12.70
7406,Larger Plate,12.70
7407,Larger Plate,12.70
7408,Larger Plate,12.70
7409,Larger Plate,12.70
7410,Larger Plate,12.70
7411,Larger Plate,12.70
7412,Larger Plate,12.70
7413,Larger Plate,12.70
7414,Larger Plate,12.70
7415,Larger Plate,12.70
7416,Larger Plate,12.70
7417,Larger Plate,12.70
7418,Larger Plate,12.70
7419,Larger Plate,12.70
7420,Larger Plate,12.70
7421,Larger Plate,12.70
7422,Larger Plate,12.70
7423,Larger Plate,12.70
7424,Larger Plate,12.70
7425,Larger Plate,12.70
7426,Larger Plate,12.70
7427,Larger Plate,12.70
7428,Larger Plate,12.70
7429,Larger Plate,12.70
7430,Larger Plate,12.70
7431,Larger Plate,12.70
7432,Larger Plate,12.70
7433,Larger Plate,12.70
7434,Larger Plate,12.70
7435,Larger Plate,12.70
7436,Larger Plate,12.70
7437,Larger Plate,12.70
7438,Larger Plate,12.70
7439,Larger Plate,12.70
7440,Larger Plate,12.70
7441,Larger Plate,12.70
7442,Larger Plate,12.70
7443,Larger Plate,12.70
7444,Larger Plate,12.70
7445,Larger Plate,12.70
7446,Larger Plate,12.70
7447,Larger Plate,12.70
7448,Larger Plate,12.70
7449,Larger Plate,12.70
7450,Larger Plate,12.70
7451,Larger Plate,12.70
7452,Larger Plate,12.70
7453,Larger Plate,12.70
7454,Larger Plate,12.70
7455,Larger Plate,12.70
7456,Larger Plate,12.70
7457,Larger Plate,12.70
7458,Larger Plate,12.70
7459,Larger Plate,12.70
7460,Larger Plate,12.70
7461,Larger Plate,12.70
7462,Larger Plate,12.70
7463,Larger Plate,12.70
7464,Larger Plate,12.70
7465,Larger Plate,12.70
7466,Larger Plate,12.70
7467,Larger Plate,12.70
7468,Larger Plate,12.70
7469,Larger Plate,12.70
7470,Larger Plate,12.70
7471,Larger Plate,12.70
7472,Larger Plate,12.70
7473,Larger Plate,12.70
7474,Larger Plate,12.70
7475,Larger Plate,12.70
7476,Larger Plate,12.70
7477,Larger Plate,12.70
7478,Larger Plate,12.70
7479,Larger Plate,12.70
7480,Larger Plate,12.70
7481,Larger Plate,12.70
7482,Larger Plate,12.70
7483,Larger Plate,12.70
7484,Larger Plate,12.70
7485,Larger Plate,12.70
7486,Larger Plate,12.70
7487,Larger Plate,12.70
7488,Larger Plate,12.70
7489,Larger Plate,12.70
7490,Larger Plate,12.70
7491,Larger Plate,12.70
7492,Larger Plate,12.70
7493,Larger Plate,12.70
7494,Larger Plate,12.70
7495,Larger Plate,12.70
7496,Larger Plate,12.70
7497,Larger Plate,12.70
7498,Larger Plate,12.70
7499,Larger Plate,12.70
7500,Larger Plate,12.70
7501,Larger Plate,12.70
7502,Larger Plate,12.70
7503,Larger Plate,12.70
7504,Larger Plate,12.70
7505,Larger Plate,12.70
7506,Larger Plate,12.70
7507,Larger Plate,12.70
7508,Larger Plate,12.70
7509,Larger Plate,12.70
7510,Larger Plate,12.70
7511,Larger Plate,12.70
7512,Larger Plate,12.70
7513,Larger Plate,12.70
7514,Larger Plate,12.70
7515,Larger Plate,12.70
7516,Larger Plate,12.70
7517,Larger Plate,12.70
7518,Larger Plate,12.70
7519,Larger Plate,12.70
7520,Larger Plate,12.70
7521,Larger Plate,12.70
7522,Larger Plate,12.70
7523,Larger Plate,12.70
7524,Larger Plate,12.70
7525,Larger Plate,12.70
7526,Larger Plate,12.70
7527,Larger Plate,12.70
7528,Larger Plate,12.70
7529,Larger Plate,12.70
7530,Larger Plate,12.70
7531,Larger Plate,12.70
7532,Larger Plate,12.70
7533,Larger Plate,12.70
7534,Larger Plate,12.70
7535,Larger Plate,12.70
7536,Larger Plate,12.70
7537,Larger Plate,12.70
7538,Larger Plate,12.70
7539,Larger Plate,12.70
7540,Larger Plate,12.70
7541,Larger Plate,12.70
7542,Larger Plate,12.70
7543,Larger Plate,12.70
7544,Larger Plate,12.70
7545,Larger Plate,12.70
7546,Larger Plate,12.70
7547,Larger Plate,12.70
7548,Larger Plate,12.70
7549,Larger Plate,12.70
7550,Larger Plate,12.70
7551,Larger Plate,12.70
7552,Larger Plate,12.70
7553,Larger Plate,12.70
7554,Larger Plate,12.70
7555,Larger Plate,12.70
7556,Larger Plate,12.70
7557,Larger Plate,12.70
7558,Larger Plate,12.70
7559,Larger Plate,12.70
7560,Larger Plate,12.70
7561,Larger Plate,12.70
7562,Larger Plate,12.70
7563,Larger Plate,12.70
7564,Larger Plate,12.70
7565,Larger Plate,12.70
7566,Larger Plate,12.70
7567,Larger Plate,12.70
7568,Larger Plate,12.70
7569,Larger Plate,12.70
7570,Larger Plate,12.70
7571,Larger Plate,12.70
7572,Larger Plate,12.70
7573,Larger Plate,12.70
7574,Larger Plate,12.70
7575,Larger Plate,12.70
7576,Larger Plate,12.70
7577,Larger Plate,12.70
7578,Larger Plate,12.70
7579,Larger Plate,12.70
7580,Larger Plate,12.70
7581,Larger Plate,12.70
7582,Larger Plate,12.70
7583,Larger Plate,12.70
7584,Larger Plate,12.70
7585,Larger Plate,12.70
7586,Larger Plate,12.70
7587,Larger Plate,12.70
7588,Larger Plate,12.70
7589,Larger Plate,12.70
7590,Larger Plate,12.70
7591,Larger Plate,12.70
7592,Larger Plate,12.70
7593,Larger Plate,12.70
7594,Larger Plate,12.70
7595,Larger Plate,12.70
7596,Larger Plate,12.70
7597,Larger Plate,12.70
7598,Larger Plate,12.70
7599,Larger Plate,12.70
7600,Larger Plate,12.70
7601,Larger Plate,12.70
7602,Larger Plate,12.70
7603,Larger Plate,12.70
7604,Larger Plate,12.70
7605,Larger Plate,12.70
7606,Larger Plate,12.70
7607,Larger Plate,12.70
7608,Larger Plate,12.70
7609,Larger Plate,12.70
7610,Larger Plate,12.70
7611,Larger Plate,12.70
7612,Larger Plate,12.70
7613,Larger Plate,12.70
7614,Larger Plate,12.70
7615,Larger Plate,12.70
7616,Larger Plate,12.70
7617,Larger Plate,12.70
7618,Larger Plate,12.70
7619,Larger Plate,12.70
7620,Larger Plate,12.70
7621,Larger Plate,12.70
7622,Larger Plate,12.70
7623,Larger Plate,12.70
7624,Larger Plate,12.70
7625,Larger Plate,12.70
7626,Larger Plate,12.70
7627,Larger Plate,12.70
7628,Larger Plate,12.70
7629,Larger Plate,12.70
7630,Larger Plate,12.70
7631,Larger Plate,12.70
7632,Larger Plate,12.70
7633,Larger Plate,12.70
7634,Larger Plate,12.70
7635,Larger Plate,12.70
7636,Larger Plate,12.70
7637,Larger Plate,12.70
7638,Larger Plate,12.70
7639,Larger Plate,12.70
7640,Larger Plate,12.70
7641,Larger Plate,12.70
7642,Larger Plate,12.70
7643,Larger Plate,12.70
7644,Larger Plate,12.70
7645,Larger Plate,12.70
7646,Larger Plate,12.70
7647,Larger Plate,12.70
7648,Larger Plate,12.70
7649,Larger Plate,12.70
7650,Larger Plate,12.70
7651,Larger Plate,12.70
7652,Larger Plate,12.70
7653,Larger Plate,12.70
7654,Larger Plate,12.70
7655,Larger Plate,12.70
7656,Larger Plate,12.70
7657,Larger Plate,12.70
7658,Larger Plate,12.70
7659,Larger Plate,12.70
7660,Larger Plate,12.70
7661,Larger Plate,12.70
7662,Larger Plate,12.70
7663,Larger Plate,12.70
7664,Larger Plate,12.70
7665,Larger Plate,12.70
7666,Larger Plate,12.70
7667,Larger Plate,12.70
7668,Larger Plate,12.70
7669,Larger Plate,12.70
7670,Larger Plate,12.70
7671,Larger Plate,12.70
7672,Larger Plate,12.70
7673,Larger Plate,12.70
7674,Larger Plate,12.70
7675,Larger Plate,12.70
7676,Larger Plate,12.70
7677,Larger Plate,12.70
7678,Larger Plate,12.70
7679,Larger Plate,12.70
7680,Larger Plate,12.70
7681,Larger Plate,12.70
7682,Larger Plate,12.70
7683,Larger Plate,12.70
7684,Larger Plate,12.70
7685,Larger Plate,12.70
7686,Larger Plate,12.70
7687,Larger Plate,12.70
7688,Larger Plate,12.70
7689,Larger Plate,12.70
7690,Larger Plate,12.70
7691,Larger Plate,12.70
7692,Larger Plate,12.70
7693,Larger Plate,12.70
7694,Larger Plate,12.70
7695,Larger Plate,12.70
7696,Larger Plate,12.70
7697,Larger Plate,12.70
7698,Larger Plate,12.70
7699,Larger Plate,12.70
7700,Larger Plate,12.70
7701,Larger Plate,12.70
7702,Larger Plate,12.70
7703,Larger Plate,12.70
7704,Larger Plate,12.70
7705,Larger Plate,12.70
7706,Larger Plate,12.70
7707,Larger Plate,12.70
7708,Larger Plate,12.70
7709,Larger Plate,12.70
7710,Larger Plate,12.70
7711,Larger Plate,12.70
7712,Larger Plate,12.70
7713,Larger Plate,12.70
7714,Larger Plate,12.70
7715,Larger Plate,12.70
7716,Larger Plate,12.70
7717,Larger Plate,12.70
7718,Larger Plate,12.70
7719,Larger Plate,12.70
7720,Larger Plate,12.70
7721,Larger Plate,12.70
7722,Larger Plate,12.70
7723,Larger Plate,12.70
7724,Larger Plate,12.70
7725,Larger Plate,12.70
7726,Larger Plate,12.70
7727,Larger Plate,12.70
7728,Larger Plate,12.70
7729,Larger Plate,12.70
7730,Larger Plate,12.70
7731,Larger Plate,12.70
7732,Larger Plate,12.70
7733,Larger Plate,12.70
7734,Larger Plate,12.70
7735,Larger Plate,12.70
7736,Larger Plate,12.70
7737,Larger Plate,12.70
7738,Larger Plate,12.70
7739,Larger Plate,12.70
7740,Larger Plate,12.70
7741,Larger Plate,12.70
7742,Larger Plate,12.70
7743,Larger Plate,12.70
7744,Larger Plate,12.70
7745,Larger Plate,12.70
7746,Larger Plate,12.70
7747,Larger Plate,12.70
7748,Larger Plate,12.70
7749,Larger Plate,12.70
7750,Larger Plate,12.70
7751,Larger Plate,12.70
7752,Larger Plate,12.70
7753,Larger Plate,12.70
7754,Larger Plate,12.70
7755,Larger Plate,12.70
7756,Larger Plate,12.70
7757,Larger Plate,12.70
7758,Larger Plate,12.70
7759,Larger Plate,12.70
7760,Larger Plate,12.70
7761,Larger Plate,12.70
7762,Larger Plate,12.70
7763,Larger Plate,12.70
7764,Larger Plate,12.70
7765,Larger Plate,12.70
7766,Larger Plate,12.70
7767,Larger Plate,12.70
7768,Larger Plate,12.70
7769,Larger Plate,12.70
7770,Larger Plate,12.70
7771,Larger Plate,12.70
7772,Larger Plate,12.70
7773,Larger Plate,12.70
7774,Larger Plate,12.70
7775,Larger Plate,12.70
7776,Larger Plate,12.70
7777,Larger Plate,12.70
7778,Larger Plate,12.70
7779,Larger Plate,12.70
7780,Larger Plate,12.70
7781,Larger Plate,12.70
7782,Larger Plate,12.70
7783,Larger Plate,12.70
7784,Larger Plate,12.70
7785,Larger Plate,12.70
7786,Larger Plate,12.70
7787,Larger Plate,12.70
7788,Larger Plate,12.70
7789,Larger Plate,12.70
7790,Larger Plate,12.70
7791,Larger Plate,12.70
7792,Larger Plate,12.70
7793,Larger Plate,12.70
7794,Larger Plate,12.70
7795,Larger Plate,12.70
7796,Larger Plate,12.70
7797,Larger Plate,12.70
7798,Larger Plate,12.70
7799,Larger Plate,12.70
7800,Larger Plate,12.70
7801,Larger Plate,12.70
7802,Larger Plate,12.70
7803,Larger Plate,12.70
7804,Larger Plate,12.70
7805,Larger Plate,12.70
7806,Larger Plate,12.70
7807,Larger Plate,12.70
7808,Larger Plate,12.70
7809,Larger Plate,12.70
7810,Larger Plate,12.70
7811,Larger Plate,12.70
7812,Larger Plate,12.70
7813,Larger Plate,12.70
7814,Larger Plate,12.70
7815,Larger Plate,12.70
7816,Larger Plate,12.70
7817,Larger Plate,12.70
7818,Larger Plate,12.70
7819,Larger Plate,12.70
7820,Larger Plate,12.70
7821,Larger Plate,12.70
7822,Larger Plate,12.70
7823,Larger Plate,12.70
7824,Larger Plate,12.70
7825,Larger Plate,12.70
7826,Larger Plate,12.70
7827,Larger Plate,12.70
7828,Larger Plate,12.70
7829,Larger Plate,12.70
7830,Larger Plate,12.70
7831,Larger Plate,12.70
7832,Larger Plate,12.70
7833,Larger Plate,12.70
7834,Larger Plate,12.70
7835,Larger Plate,12.70
7836,Larger Plate,12.70
7837,Larger Plate,12.70
7838,Larger Plate,12.70
7839,Larger Plate,12.70
7840,Larger Plate,12.70
7841,Larger Plate,12.70
7842,Larger Plate,12.70
7843,Larger Plate,12.70
7844,Larger Plate,12.70
7845,Larger Plate,12.70
7846,Larger Plate,12.70
7847,Larger Plate,12.70
7848,Larger Plate,12.70
7849,Larger Plate,12.70
7850,Larger Plate,12.70
7851,Larger Plate,12.70
7852,Larger Plate,12.70
7853,Larger Plate,12.70
7854,Larger Plate,12.70
7855,Larger Plate,12.70
7856,Larger Plate,12.70
7857,Larger Plate,12.70
7858,Larger Plate,12.70
7859,Larger Plate,12.70
7860,Larger Plate,12.70
7861,Larger Plate,12.70
7862,Larger Plate,12.70
7863,Larger Plate,12.70
7864,Larger Plate,12.70
7865,Larger Plate,12.70
7866,Larger Plate,12.70
7867,Larger Plate,12.70
7868,Larger Plate,12.70
7869,Larger Plate,12.70
7870,Larger Plate,12.70
7871,Larger Plate,12.70
7872,Larger Plate,12.70
7873,Larger Plate,12.70
7874,Larger Plate,12.70
7875,Larger Plate,12.70
7876,Larger Plate,12.70
7877,Larger Plate,12.70
7878,Larger Plate,12.70
7879,Larger Plate,12.70
7880,Larger Plate,12.70
7881,Larger Plate,12.70
7882,Larger Plate,12.70
7883,Larger Plate,12.70
7884,Larger Plate,12.70
7885,Larger Plate,12.70
7886,Larger Plate,12.70
7887,Larger Plate,12.70
7888,Larger Plate,12.70
7889,Larger Plate,12.70
7890,Larger Plate,12.70
7891,Larger Plate,12.70
7892,Larger Plate,12.70
7893,Larger Plate,12.70
7894,Larger Plate,12.70
7895,Larger Plate,12.70
7896,Larger Plate,12.70
7897,Larger Plate,12.70
7898,Larger Plate,12.70
7899,Larger Plate,12.70
7900,Larger Plate,12.70
7901,Larger Plate,12.70
7902,Larger Plate,12.70
7903,Larger Plate,12.70
7904,Larger Plate,12.70
7905,Larger Plate,12.70
7906,Larger Plate,12.70
7907,Larger Plate,12.70
7908,Larger Plate,12.70
7909,Larger Plate,12.70
7910,Larger Plate,12.70
7911,Larger Plate,12.70
7912,Larger Plate,12.70
7913,Larger Plate,12.70
7914,Larger Plate,12.70
7915,Larger Plate,12.70
7916,Larger Plate,12.70
7917,Larger Plate,12.70
7918,Larger Plate,12.70
7919,Larger Plate,12.70
7920,Larger Plate,12.70
7921,Larger Plate,12.70
7922,Larger Plate,12.70
7923,Larger Plate,12.70
7924,Larger Plate,12.70
7925,Larger Plate,12.70
7926,Larger Plate,12.70
7927,Larger Plate,12.70
7928,Larger Plate,12.70
7929,Larger Plate,12.70
7930,Larger Plate,12.70
7931,Larger Plate,12.70
7932,Larger Plate,12.70
7933,Larger Plate,12.70
7934,Larger Plate,12.70
7935,Larger Plate,12.70
7936,Larger Plate,12.70
7937,Larger Plate,12.70
7938,Larger Plate,12.70
7939,Larger Plate,12.70
7940,Larger Plate,12.70
7941,Larger Plate,12.70
7942,Larger Plate,12.70
7943,Larger Plate,12.70
7944,Larger Plate,12.70
7945,Larger Plate,12.70
7946,Larger Plate,12.70
7947,Larger Plate,12.70
7948,Larger Plate,12.70
7949,Larger Plate,12.70
7950,Larger Plate,12.70
7951,Larger Plate,12.70
7952,Larger Plate,12.70
7953,Larger Plate,12.70
7954,Larger Plate,12.70
7955,Larger Plate,12.70
7956,Larger Plate,12.70
7957,Larger Plate,12.70
7958,Larger Plate,12.70
7959,Larger Plate,12.70
7960,Larger Plate,12.70
7961,Larger Plate,12.70
7962,Larger Plate,12.70
7963,Larger Plate,12.70
7964,Larger Plate,12.70
7965,Larger Plate,12.70
7966,Larger Plate,12.70
7967,Larger Plate,12.70
7968,Larger Plate,12.70
7969,Larger Plate,12.70
7970,Larger Plate,12.70
7971,Larger Plate,12.70
7972,Larger Plate,12.70
7973,Larger Plate,12.70
7974,Larger Plate,12.70
7975,Larger Plate,12.70
7976,Larger Plate,12.70
7977,Larger Plate,12.70
7978,Larger Plate,12.70
7979,Larger Plate,12.70
7980,Larger Plate,12.70
7981,Larger Plate,12.70
7982,Larger Plate,12.70
7983,Larger Plate,12.70
7984,Larger Plate,12.70
7985,Larger Plate,12.70
7986,Larger Plate,12.70
7987,Larger Plate,12.70
7988,Larger Plate,12.70
7989,Larger Plate,12.70
7990,Larger Plate,12.70
7991,Larger Plate,12.70
7992,Larger Plate,12.70
7993,Larger Plate,12.70
7994,Larger Plate,12.70
7995,Larger Plate,12.70
7996,Larger Plate,12.70
7997,Larger Plate,12.70
7998,Larger Plate,12.70
7999,Larger Plate,12.70
8000,Larger Plate,12.70
8001,Larger Plate,12.70
8002,Larger Plate,12.70
8003,Larger Plate,12.70
8004,Larger Plate,12.70
8005,Larger Plate,12.70
8006,Larger Plate,12.70
8007,Larger Plate,12.70
8008,Larger Plate,12.70
8009,Larger Plate,12.70
8010,Larger Plate,12.70
8011,Larger Plate,12.70
8012,Larger Plate,12.70
8013,Larger Plate,12.70
8014,Larger Plate,12.70
8015,Larger Plate,12.70
8016,Larger Plate,12.70
8017,Larger Plate,12.70
8018,Larger Plate,12.70
8019,Larger Plate,12.70
8020,Larger Plate,12.70
8021,Larger Plate,12.70
8022,Larger Plate,12.70
8023,Larger Plate,12.70
8024,Larger Plate,12.70
8025,Larger Plate,12.70
8026,Larger Plate,12.70
8027,Larger Plate,12.70
8028,Larger Plate,12.70
8029,Larger Plate,12.70
8030,Larger Plate,12.70
8031,Larger Plate,12.70
8032,Larger Plate,12.70
8033,Larger Plate,12.70
8034,Larger Plate,12.70
8035,Larger Plate,12.70
8036,Larger Plate,12.70
8037,Larger Plate,12.70
8038,Larger Plate,12.70
8039,Larger Plate,12.70
8040,Larger Plate,12.70
8041,Larger Plate,12.70
8042,Larger Plate,12.70
8043,Larger Plate,12.70
8044,Larger Plate,12.70
8045,Larger Plate,12.70
8046,Larger Plate,12.70
8047,Larger Plate,12.70
8048,Larger Plate,12.70
8049,Larger Plate,12.70
8050,Larger Plate,12.70
8051,Larger Plate,12.70
8052,Larger Plate,12.70
8053,Larger Plate,12.70
8054,Larger Plate,12.70
8055,Larger Plate,12.70
8056,Larger Plate,12.70
8057,Larger Plate,12.70
8058,Larger Plate,12.70
8059,Larger Plate,12.70
8060,Larger Plate,12.70
8061,Larger Plate,12.70
8062,Larger Plate,12.70
8063,Larger Plate,12.70
8064,Larger Plate,12.70
8065,Larger Plate,12.70
8066,Larger Plate,12.70
8067,Larger Plate,12.70
8068,Larger Plate,12.70
8069,Larger Plate,12.70
8070,Larger Plate,12.70
8071,Larger Plate,12.70
8072,Larger Plate,12.70
8073,Larger Plate,12.70
8074,Larger Plate,12.70
8075,Larger Plate,12.70
8076,Larger Plate,12.70
8077,Larger Plate,12.70
8078,Larger Plate,12.70
8079,Larger Plate,12.70
8080,Larger Plate,12.70
8081,Larger Plate,12.70
8082,Larger Plate,12.70
8083,Larger Plate,12.70
8084,Larger Plate,12.70
8085,Larger Plate,12.70
8086,Larger Plate,12.70
8087,Larger Plate,12.70
8088,Larger Plate,12.70
8089,Larger Plate,12.70
8090,Larger Plate,12.70
8091,Larger Plate,12.70
8092,Larger Plate,12.70
8093,Larger Plate,12.70
8094,Larger Plate,12.70
8095,Larger Plate,12.70
8096,Larger Plate,12.70
8097,Larger Plate,12.70
8098,Larger Plate,12.70
8099,Larger Plate,12.70
8100,Larger Plate,12.70
8101,Larger Plate,12.70
8102,Larger Plate,12.70
8103,Larger Plate,12.70
8104,Larger Plate,12.70
8105,Larger Plate,12.70
8106,Larger Plate,12.70
8107,Larger Plate,12.70
8108,Larger Plate,12.70
8109,Larger Plate,12.70
8110,Larger Plate,12.70
8111,Larger Plate,12.70
8112,Larger Plate,12.70
8113,Larger Plate,12.70
8114,Larger Plate,12.70
8115,Larger Plate,12.70
8116,Larger Plate,12.70
8342,Larger Plate,12.70
8117,Larger Plate,12.70
8118,Larger Plate,12.70
8119,Larger Plate,12.70
8120,Larger Plate,12.70
8121,Larger Plate,12.70
8122,Larger Plate,12.70
8123,Larger Plate,12.70
8124,Larger Plate,12.70
8125,Larger Plate,12.70
8126,Larger Plate,12.70
8127,Larger Plate,12.70
8128,Larger Plate,12.70
8129,Larger Plate,12.70
8130,Larger Plate,12.70
8131,Larger Plate,12.70
8132,Larger Plate,12.70
8133,Larger Plate,12.70
8134,Larger Plate,12.70
8135,Larger Plate,12.70
8136,Larger Plate,12.70
8137,Larger Plate,12.70
8138,Larger Plate,12.70
8139,Larger Plate,12.70
8140,Larger Plate,12.70
8141,Larger Plate,12.70
8142,Larger Plate,12.70
8143,Larger Plate,12.70
8144,Larger Plate,12.70
8145,Larger Plate,12.70
8146,Larger Plate,12.70
8147,Larger Plate,12.70
8148,Larger Plate,12.70
8149,Larger Plate,12.70
8150,Larger Plate,12.70
8151,Larger Plate,12.70
8152,Larger Plate,12.70
8153,Larger Plate,12.70
8154,Larger Plate,12.70
8155,Larger Plate,12.70
8156,Larger Plate,12.70
8157,Larger Plate,12.70
8158,Larger Plate,12.70
8159,Larger Plate,12.70
8160,Larger Plate,12.70
8161,Larger Plate,12.70
8162,Larger Plate,12.70
8163,Larger Plate,12.70
8164,Larger Plate,12.70
8165,Larger Plate,12.70
8166,Larger Plate,12.70
8167,Larger Plate,12.70
8168,Larger Plate,12.70
8169,Larger Plate,12.70
8170,Larger Plate,12.70
8171,Larger Plate,12.70
8172,Larger Plate,12.70
8173,Larger Plate,12.70
8174,Larger Plate,12.70
8175,Larger Plate,12.70
8176,Larger Plate,12.70
8177,Larger Plate,12.70
8178,Larger Plate,12.70
8179,Larger Plate,12.70
8180,Larger Plate,12.70
8181,Larger Plate,12.70
8182,Larger Plate,12.70
8183,Larger Plate,12.70
8184,Larger Plate,12.70
8185,Larger Plate,12.70
8186,Larger Plate,12.70
8187,Larger Plate,12.70
8188,Larger Plate,12.70
8189,Larger Plate,12.70
8190,Larger Plate,12.70
8191,Larger Plate,12.70
8192,Larger Plate,12.70
8193,Larger Plate,12.70
8194,Larger Plate,12.70
8195,Larger Plate,12.70
8196,Larger Plate,12.70
8197,Larger Plate,12.70
8198,Larger Plate,12.70
8199,Larger Plate,12.70
8200,Larger Plate,12.70
8201,Larger Plate,12.70
8202,Larger Plate,12.70
8203,Larger Plate,12.70
8204,Larger Plate,12.70
8205,Larger Plate,12.70
8206,Larger Plate,12.70
8207,Larger Plate,12.70
8208,Larger Plate,12.70
8209,Larger Plate,12.70
8210,Larger Plate,12.70
8211,Larger Plate,12.70
8212,Larger Plate,12.70
8213,Larger Plate,12.70
8214,Larger Plate,12.70
8215,Larger Plate,12.70
8216,Larger Plate,12.70
8217,Larger Plate,12.70
8218,Larger Plate,12.70
8219,Larger Plate,12.70
8220,Larger Plate,12.70
8221,Larger Plate,12.70
8222,Larger Plate,12.70
8223,Larger Plate,12.70
8224,Larger Plate,12.70
8225,Larger Plate,12.70
8226,Larger Plate,12.70
8227,Larger Plate,12.70
8228,Larger Plate,12.70
8229,Larger Plate,12.70
8230,Larger Plate,12.70
8231,Larger Plate,12.70
8232,Larger Plate,12.70
8233,Larger Plate,12.70
8234,Larger Plate,12.70
8235,Larger Plate,12.70
8236,Larger Plate,12.70
8237,Larger Plate,12.70
8238,Larger Plate,12.70
8239,Larger Plate,12.70
8240,Larger Plate,12.70
8241,Larger Plate,12.70
8242,Larger Plate,12.70
8243,Larger Plate,12.70
8244,Larger Plate,12.70
8245,Larger Plate,12.70
8246,Larger Plate,12.70
8247,Larger Plate,12.70
8248,Larger Plate,12.70
8249,Larger Plate,12.70
8250,Larger Plate,12.70
8251,Larger Plate,12.70
8252,Larger Plate,12.70
8253,Larger Plate,12.70
8254,Larger Plate,12.70
8255,Larger Plate,12.70
8256,Larger Plate,12.70
8257,Larger Plate,12.70
8258,Larger Plate,12.70
8259,Larger Plate,12.70
8260,Larger Plate,12.70
8261,Larger Plate,12.70
8262,Larger Plate,12.70
8263,Larger Plate,12.70
8264,Larger Plate,12.70
8265,Larger Plate,12.70
8266,Larger Plate,12.70
8267,Larger Plate,12.70
8268,Larger Plate,12.70
8269,Larger Plate,12.70
8270,Larger Plate,12.70
8271,Larger Plate,12.70
8272,Larger Plate,12.70
8273,Larger Plate,12.70
8274,Larger Plate,12.70
8275,Larger Plate,12.70
8276,Larger Plate,12.70
8277,Larger Plate,12.70
8278,Larger Plate,12.70
8279,Larger Plate,12.70
8280,Larger Plate,12.70
8281,Larger Plate,12.70
8282,Larger Plate,12.70
8283,Larger Plate,12.70
8284,Larger Plate,12.70
8285,Larger Plate,12.70
8286,Larger Plate,12.70
8287,Larger Plate,12.70
8288,Larger Plate,12.70
8289,Larger Plate,12.70
8290,Larger Plate,12.70
8291,Larger Plate,12.70
8292,Larger Plate,12.70
8293,Larger Plate,12.70
8343,Larger Plate,12.70
8294,Larger Plate,12.70
8295,Larger Plate,12.70
8296,Larger Plate,12.70
8297,Larger Plate,12.70
8298,Larger Plate,12.70
8299,Larger Plate,12.70
8300,Larger Plate,12.70
8301,Larger Plate,12.70
8302,Larger Plate,12.70
8303,Larger Plate,12.70
8304,Larger Plate,12.70
8305,Larger Plate,12.70
8306,Larger Plate,12.70
8307,Larger Plate,12.70
8308,Larger Plate,12.70
8309,Larger Plate,12.70
8310,Larger Plate,12.70
8311,Larger Plate,12.70
8312,Larger Plate,12.70
8313,Larger Plate,12.70
8314,Larger Plate,12.70
8315,Larger Plate,12.70
8316,Larger Plate,12.70
8317,Larger Plate,12.70
8318,Larger Plate,12.70
8319,Larger Plate,12.70
8320,Larger Plate,12.70
8321,Larger Plate,12.70
8322,Larger Plate,12.70
8323,Larger Plate,12.70
8324,Larger Plate,12.70
8325,Larger Plate,12.70
8326,Larger Plate,12.70
8327,Larger Plate,12.70
8328,Larger Plate,12.70
8329,Larger Plate,12.70
8330,Larger Plate,12.70
8331,Larger Plate,12.70
8332,Larger Plate,12.70
8333,Larger Plate,12.70
8334,Larger Plate,12.70
8335,Larger Plate,12.70
8336,Larger Plate,12.70
8337,Larger Plate,12.70
8338,Larger Plate,12.70
8339,Larger Plate,12.70
8340,Larger Plate,12.70
8341,Larger Plate,12.70
8344,Larger Plate,12.70
8345,Larger Plate,12.70
8346,Larger Plate,12.70
8347,Larger Plate,12.70
8348,Larger Plate,12.70
8349,Larger Plate,12.70
8350,Larger Plate,12.70
8351,Larger Plate,12.70
8352,Larger Plate,12.70
8353,Larger Plate,12.70
8354,Larger Plate,12.70
8355,Larger Plate,12.70
8356,Larger Plate,12.70
8357,Larger Plate,12.70
8358,Larger Plate,12.70
8359,Larger Plate,12.70
8360,Larger Plate,12.70
8361,Larger Plate,12.70
8362,Larger Plate,12.70
8363,Larger Plate,12.70
8364,Larger Plate,12.70
8365,Larger Plate,12.70
8366,Larger Plate,12.70
8367,Larger Plate,12.70
8368,Larger Plate,12.70
8369,Larger Plate,12.70
8370,Larger Plate,12.70
8371,Larger Plate,12.70
8372,Larger Plate,12.70
8373,Larger Plate,12.70
8374,Larger Plate,12.70
8375,Larger Plate,12.70
8376,Larger Plate,12.70
8377,Larger Plate,12.70
8378,Larger Plate,12.70
8379,Larger Plate,12.70
8380,Larger Plate,12.70
8381,Larger Plate,12.70
8382,Larger Plate,12.70
8383,Larger Plate,12.70
8384,Larger Plate,12.70
8385,Larger Plate,12.70
8386,Larger Plate,12.70
8387,Larger Plate,12.70
