OrderID,TotalCost,Items,OrderDate
5832,,{2340},2024-09-12 10:46:00
5833,,{981},2024-09-12 10:47:55
5834,,{4611},2024-09-12 10:49:50
5835,,{2239},2024-09-12 10:51:45
5836,,{3266},2024-09-12 10:53:40
5837,,{3466},2024-09-12 10:55:35
5838,,{2626},2024-09-12 10:57:30
5839,,{3799},2024-09-12 10:59:25
5840,,{3425},2024-09-12 11:01:20
5841,,{4718},2024-09-12 11:03:15
5842,,{4640},2024-09-12 11:05:10
5843,,{1798},2024-09-12 11:07:05
5844,,{4776},2024-09-12 11:09:00
5845,,{4506},2024-09-12 11:10:55
5846,,{5055},2024-09-12 11:12:50
5847,,{849},2024-09-12 11:14:45
5848,,{566},2024-09-12 11:16:40
5849,,{1192},2024-09-12 11:18:35
5850,,{529},2024-09-12 11:20:30
5851,,{3315},2024-09-12 11:22:25
5852,,"{4031, 41, 5029}",2024-09-12 11:24:20
5853,,{2065},2024-09-12 11:26:15
5854,,{4139},2024-09-12 11:28:10
5855,,{3076},2024-09-12 11:30:05
5856,,{4978},2024-09-12 11:32:00
5857,,{4351},2024-09-12 11:33:55
5858,,{3517},2024-09-12 11:35:50
5859,,{3043},2024-09-12 11:37:45
5860,,{297},2024-09-12 11:39:40
5861,,{3762},2024-09-12 11:41:35
5862,,"{1985, 1615}",2024-09-12 11:43:30
5863,,{2234},2024-09-12 11:45:25
5864,,{3487},2024-09-12 11:47:20
5865,,{696},2024-09-12 11:49:15
5866,,{3833},2024-09-12 11:51:10
5867,,{1607},2024-09-12 11:53:05
5868,,{2262},2024-09-12 11:55:00
5869,,{2143},2024-09-12 11:56:55
5870,,{376},2024-09-12 11:58:50
5871,,{2929},2024-09-12 12:00:45
5872,,{292},2024-09-12 12:02:40
5873,,{1181},2024-09-12 12:04:35
5874,,{5320},2024-09-12 12:06:30
5875,,{5287},2024-09-12 12:08:25
5876,,{312},2024-09-12 12:10:20
5877,,{3380},2024-09-12 12:12:15
5878,,{1303},2024-09-12 12:14:10
5879,,{3672},2024-09-12 12:16:05
5880,,{4989},2024-09-12 12:18:00
5881,,{4905},2024-09-12 12:19:55
5882,,{1182},2024-09-12 12:21:50
5883,,{4997},2024-09-12 12:23:45
5884,,{4972},2024-09-12 12:25:40
5885,,{5257},2024-09-12 12:27:35
5886,,{156},2024-09-12 12:29:30
5887,,{3602},2024-09-12 12:31:25
5888,,{301},2024-09-12 12:33:20
5889,,{4121},2024-09-12 12:35:15
5890,,{4571},2024-09-12 12:37:10
5891,,"{1874, 2151}",2024-09-12 12:39:05
5892,,{5295},2024-09-12 12:41:00
5893,,{4945},2024-09-12 12:42:55
5894,,{863},2024-09-12 12:44:50
5895,,{5253},2024-09-12 12:46:45
5896,,{968},2024-09-12 12:48:40
5897,,{870},2024-09-12 12:50:35
5898,,{5046},2024-09-12 12:52:30
5899,,{1114},2024-09-12 12:54:25
5900,,{3216},2024-09-12 12:56:20
5901,,{1309},2024-09-12 12:58:15
5902,,{772},2024-09-12 13:00:10
5903,,{2211},2024-09-12 13:02:05
5904,,{2894},2024-09-12 13:04:00
5905,,{3874},2024-09-12 13:05:55
5906,,{4180},2024-09-12 13:07:50
5907,,{926},2024-09-12 13:09:45
5908,,{4577},2024-09-12 13:11:40
5909,,{1852},2024-09-12 13:13:35
5910,,{5230},2024-09-12 13:15:30
5911,,{4999},2024-09-12 13:17:25
5912,,{4626},2024-09-12 13:19:20
5913,,"{2014, 4820}",2024-09-12 13:21:15
5914,,{2575},2024-09-12 13:23:10
5915,,{2558},2024-09-12 13:25:05
5916,,{1017},2024-09-12 13:27:00
5917,,{4233},2024-09-12 13:28:55
5918,,{1104},2024-09-12 13:30:50
5919,,{146},2024-09-12 13:32:45
5920,,{1295},2024-09-12 13:34:40
5921,,{3461},2024-09-12 13:36:35
5922,,"{917, 4431}",2024-09-12 13:38:30
5923,,{4707},2024-09-12 13:40:25
5924,,{4504},2024-09-12 13:42:20
5925,,{3777},2024-09-12 13:44:15
5926,,{1715},2024-09-12 13:46:10
5927,,{4453},2024-09-12 13:48:05
5928,,{2577},2024-09-12 13:50:00
5929,,{1796},2024-09-12 13:51:55
5930,,{1656},2024-09-12 13:53:50
5931,,{3513},2024-09-12 13:55:45
5932,,{988},2024-09-12 13:57:40
5933,,{4206},2024-09-12 13:59:35
5934,,{3578},2024-09-12 14:01:30
5935,,{4231},2024-09-12 14:03:25
5936,,{2961},2024-09-12 14:05:20
5937,,{4876},2024-09-12 14:07:15
5938,,{2464},2024-09-12 14:09:10
5939,,{3817},2024-09-12 14:11:05
5940,,"{4154, 1316, 1079}",2024-09-12 14:13:00
5941,,{3486},2024-09-12 14:14:55
5942,,{4102},2024-09-12 14:16:50
5943,,{1362},2024-09-12 14:18:45
5944,,{3683},2024-09-12 14:20:40
5945,,{2277},2024-09-12 14:22:35
5946,,{1222},2024-09-12 14:24:30
5947,,{3286},2024-09-12 14:26:25
5948,,{2579},2024-09-12 14:28:20
5949,,{3635},2024-09-12 14:30:15
5950,,{816},2024-09-12 14:32:10
5951,,"{3249, 749}",2024-09-12 14:34:05
5952,,{1668},2024-09-12 14:36:00
5953,,{3547},2024-09-12 14:37:55
5954,,{2234},2024-09-12 14:39:50
5955,,{261},2024-09-12 14:41:45
5956,,{4647},2024-09-12 14:43:40
5957,,{3299},2024-09-12 14:45:35
5958,,{592},2024-09-12 14:47:30
5959,,{3311},2024-09-12 14:49:25
5960,,{2941},2024-09-12 14:51:20
5961,,{313},2024-09-12 14:53:15
5962,,{3839},2024-09-12 14:55:10
5963,,{611},2024-09-12 14:57:05
5964,,"{2812, 1357, 4435}",2024-09-12 14:59:00
5965,,{2450},2024-09-12 15:00:55
5966,,{2551},2024-09-12 15:02:50
5967,,{1273},2024-09-12 15:04:45
5968,,{462},2024-09-12 15:06:40
5969,,{3111},2024-09-12 15:08:35
5970,,{3244},2024-09-12 15:10:30
5971,,{3529},2024-09-12 15:12:25
5972,,{559},2024-09-12 15:14:20
5973,,{4132},2024-09-12 15:16:15
5974,,{3504},2024-09-12 15:18:10
5975,,{962},2024-09-12 15:20:05
5976,,{353},2024-09-12 15:22:00
5977,,"{4802, 4584, 2603}",2024-09-12 15:23:55
5978,,{2842},2024-09-12 15:25:50
5979,,{2746},2024-09-12 15:27:45
5980,,{5133},2024-09-12 15:29:40
5981,,{2131},2024-09-12 15:31:35
5982,,{320},2024-09-12 15:33:30
5983,,{2751},2024-09-12 15:35:25
5984,,{449},2024-09-12 15:37:20
5985,,{1250},2024-09-12 15:39:15
5986,,"{4641, 3775, 1516}",2024-09-12 15:41:10
5987,,{37},2024-09-12 15:43:05
5988,,{5054},2024-09-12 15:45:00
5989,,{2209},2024-09-12 15:46:55
5990,,{4998},2024-09-12 15:48:50
5991,,{4135},2024-09-12 15:50:45
5992,,{4810},2024-09-12 15:52:40
5993,,{1489},2024-09-12 15:54:35
5994,,{2563},2024-09-12 15:56:30
5995,,{2404},2024-09-12 15:58:25
5996,,"{2988, 2436, 867}",2024-09-12 16:00:20
5997,,"{1596, 1611}",2024-09-12 16:02:15
5998,,{1900},2024-09-12 16:04:10
5999,,{2810},2024-09-12 16:06:05
6000,,{2221},2024-09-12 16:08:00
6001,,{1040},2024-09-12 16:09:55
6002,,{5103},2024-09-12 16:11:50
6003,,{4905},2024-09-12 16:13:45
6004,,{2824},2024-09-12 16:15:40
6005,,{4344},2024-09-12 16:17:35
6006,,{4662},2024-09-12 16:19:30
6007,,{2511},2024-09-12 16:21:25
6008,,{4280},2024-09-12 16:23:20
6009,,{2980},2024-09-12 16:25:15
6010,,{2652},2024-09-12 16:27:10
6011,,{714},2024-09-12 16:29:05
6012,,{2006},2024-09-12 16:31:00
6013,,{1257},2024-09-12 16:32:55
6014,,{1212},2024-09-12 16:34:50
6015,,{2678},2024-09-12 16:36:45
6016,,{3663},2024-09-12 16:38:40
6017,,{5119},2024-09-12 16:40:35
6018,,{4803},2024-09-12 16:42:30
6019,,{3312},2024-09-12 16:44:25
6020,,{3024},2024-09-12 16:46:20
6021,,{3398},2024-09-12 16:48:15
6022,,{2323},2024-09-12 16:50:10
6023,,{4294},2024-09-12 16:52:05
6024,,{2044},2024-09-12 16:54:00
6025,,{2338},2024-09-12 16:55:55
6026,,{4443},2024-09-12 16:57:50
6027,,{2120},2024-09-12 16:59:45
6028,,{2687},2024-09-12 17:01:40
6029,,{3898},2024-09-12 17:03:35
6030,,{1846},2024-09-12 17:05:30
6031,,{1053},2024-09-12 17:07:25
6032,,{5091},2024-09-12 17:09:20
6033,,{2215},2024-09-12 17:11:15
6034,,{4000},2024-09-12 17:13:10
6035,,{5327},2024-09-12 17:15:05
6036,,{1289},2024-09-12 17:17:00
6037,,{1072},2024-09-12 17:18:55
6038,,"{797, 4137, 3608}",2024-09-12 17:20:50
6039,,{75},2024-09-12 17:22:45
6040,,{2054},2024-09-12 17:24:40
6041,,{2937},2024-09-12 17:26:35
6042,,{2295},2024-09-12 17:28:30
6043,,{2349},2024-09-12 17:30:25
6044,,{4352},2024-09-12 17:32:20
6045,,{3901},2024-09-12 17:34:15
6046,,{3457},2024-09-12 17:36:10
6047,,{4006},2024-09-12 17:38:05
6048,,{4179},2024-09-12 17:40:00
6049,,{4381},2024-09-12 17:41:55
6050,,{3629},2024-09-12 17:43:50
6051,,{5157},2024-09-12 17:45:45
6052,,{1459},2024-09-12 17:47:40
6053,,{1817},2024-09-12 17:49:35
6054,,{3684},2024-09-12 17:51:30
6055,,{2372},2024-09-12 17:53:25
6056,,{2433},2024-09-12 17:55:20
6057,,{1646},2024-09-12 17:57:15
6058,,{5230},2024-09-12 17:59:10
6059,,{2592},2024-09-12 18:01:05
6060,,{627},2024-09-12 18:03:00
6061,,{751},2024-09-12 18:04:55
6062,,{65},2024-09-12 18:06:50
6063,,{5210},2024-09-12 18:08:45
6064,,{4197},2024-09-12 18:10:40
6065,,{4807},2024-09-12 18:12:35
6066,,{4591},2024-09-12 18:14:30
6067,,{6},2024-09-12 18:16:25
6068,,{3508},2024-09-12 18:18:20
6069,,{4809},2024-09-12 18:20:15
6070,,{2437},2024-09-12 18:22:10
6071,,{5184},2024-09-12 18:24:05
6072,,{1090},2024-09-12 18:26:00
6073,,{2536},2024-09-12 18:27:55
6074,,{2577},2024-09-12 18:29:50
6075,,{4147},2024-09-12 18:31:45
6076,,{3550},2024-09-12 18:33:40
6077,,{891},2024-09-12 18:35:35
6078,,{1375},2024-09-12 18:37:30
6079,,{3567},2024-09-12 18:39:25
6080,,{5295},2024-09-12 18:41:20
6081,,{4466},2024-09-12 18:43:15
6082,,{1069},2024-09-12 18:45:10
6083,,{4991},2024-09-12 18:47:05
6084,,{4447},2024-09-12 18:49:00
6085,,{5311},2024-09-12 18:50:55
6086,,{1268},2024-09-12 18:52:50
6087,,{3215},2024-09-12 18:54:45
6088,,{3585},2024-09-12 18:56:40
6089,,{1018},2024-09-12 18:58:35
6090,,{2885},2024-09-12 19:00:30
6091,,{80},2024-09-12 19:02:25
6092,,{2262},2024-09-12 19:04:20
6093,,"{4228, 2303, 1391}",2024-09-12 19:06:15
6094,,"{4176, 3541}",2024-09-12 19:08:10
6095,,{2182},2024-09-12 19:10:05
6096,,{3760},2024-09-12 19:12:00
6097,,{2582},2024-09-12 19:13:55
6098,,{501},2024-09-12 19:15:50
6099,,{2982},2024-09-12 19:17:45
6100,,{2876},2024-09-12 19:19:40
6101,,{4818},2024-09-12 19:21:35
6102,,{4133},2024-09-12 19:23:30
6103,,{1795},2024-09-12 19:25:25
6104,,{112},2024-09-12 19:27:20
6105,,{5076},2024-09-12 19:29:15
6106,,"{4854, 1890, 4986}",2024-09-12 19:31:10
6107,,{2600},2024-09-12 19:33:05
6108,,{1271},2024-09-12 19:35:00
6109,,{2822},2024-09-12 19:36:55
6110,,"{3041, 70, 2369}",2024-09-12 19:38:50
6111,,{4019},2024-09-12 19:40:45
6112,,{2781},2024-09-12 19:42:40
6113,,{1896},2024-09-12 19:44:35
6114,,{1297},2024-09-12 19:46:30
6115,,{4992},2024-09-12 19:48:25
6116,,{4634},2024-09-12 19:50:20
6117,,{161},2024-09-12 19:52:15
6118,,{2807},2024-09-12 19:54:10
6119,,{4743},2024-09-12 19:56:05
6120,,{1969},2024-09-12 19:58:00
6121,,{1265},2024-09-13 10:02:01
6122,,{442},2024-09-13 10:04:02
6123,,{2720},2024-09-13 10:06:03
6124,,{5036},2024-09-13 10:08:04
6125,,{2923},2024-09-13 10:10:05
6126,,{2594},2024-09-13 10:12:06
6127,,{571},2024-09-13 10:14:07
6128,,{134},2024-09-13 10:16:08
6129,,{261},2024-09-13 10:18:09
6130,,{3290},2024-09-13 10:20:10
6131,,{4534},2024-09-13 10:22:11
6132,,{4911},2024-09-13 10:24:12
6133,,{2149},2024-09-13 10:26:13
6134,,{914},2024-09-13 10:28:14
6135,,{848},2024-09-13 10:30:15
6136,,"{1156, 2934, 1062}",2024-09-13 10:32:16
6137,,{1704},2024-09-13 10:34:17
6138,,{4707},2024-09-13 10:36:18
6139,,{3301},2024-09-13 10:38:19
6140,,{3162},2024-09-13 10:40:20
6141,,{4619},2024-09-13 10:42:21
6142,,{5102},2024-09-13 10:44:22
6143,,"{758, 2311}",2024-09-13 10:46:23
6144,,"{591, 1832}",2024-09-13 10:48:24
6145,,{14},2024-09-13 10:50:25
6146,,{3020},2024-09-13 10:52:26
6147,,{245},2024-09-13 10:54:27
6148,,{3922},2024-09-13 10:56:28
6149,,{996},2024-09-13 10:58:29
6150,,{1933},2024-09-13 11:00:30
6151,,"{1230, 5309}",2024-09-13 11:02:31
6152,,{3762},2024-09-13 11:04:32
6153,,{5222},2024-09-13 11:06:33
6154,,{270},2024-09-13 11:08:34
6155,,{4475},2024-09-13 11:10:35
6156,,{851},2024-09-13 11:12:36
6157,,{27},2024-09-13 11:14:37
6158,,{2961},2024-09-13 11:16:38
6159,,{3071},2024-09-13 11:18:39
6160,,"{1945, 1831}",2024-09-13 11:20:40
6161,,{1043},2024-09-13 11:22:41
6162,,{742},2024-09-13 11:24:42
6163,,{1625},2024-09-13 11:26:43
6164,,{2502},2024-09-13 11:28:44
6165,,{3820},2024-09-13 11:30:45
6166,,{775},2024-09-13 11:32:46
6167,,{4895},2024-09-13 11:34:47
6168,,{3855},2024-09-13 11:36:48
6169,,{1360},2024-09-13 11:38:49
6170,,{4254},2024-09-13 11:40:50
6171,,{2806},2024-09-13 11:42:51
6172,,{4105},2024-09-13 11:44:52
6173,,"{2414, 3983}",2024-09-13 11:46:53
6174,,{3219},2024-09-13 11:48:54
6175,,{247},2024-09-13 11:50:55
6176,,{2105},2024-09-13 11:52:56
6177,,{4252},2024-09-13 11:54:57
6178,,{3147},2024-09-13 11:56:58
6179,,{2875},2024-09-13 11:58:59
6180,,{4680},2024-09-13 12:01:00
6181,,{2779},2024-09-13 12:03:01
6182,,"{4049, 2249}",2024-09-13 12:05:02
6183,,{2755},2024-09-13 12:07:03
6184,,{4918},2024-09-13 12:09:04
6185,,{5285},2024-09-13 12:11:05
6186,,{2932},2024-09-13 12:13:06
6187,,{4469},2024-09-13 12:15:07
6188,,{2602},2024-09-13 12:17:08
6189,,{1833},2024-09-13 12:19:09
6190,,{788},2024-09-13 12:21:10
6191,,{1595},2024-09-13 12:23:11
6192,,{1769},2024-09-13 12:25:12
6193,,{2339},2024-09-13 12:27:13
6194,,{4906},2024-09-13 12:29:14
6195,,{809},2024-09-13 12:31:15
6196,,{1421},2024-09-13 12:33:16
6197,,{637},2024-09-13 12:35:17
6198,,{598},2024-09-13 12:37:18
6199,,{1299},2024-09-13 12:39:19
6200,,{350},2024-09-13 12:41:20
6201,,{2718},2024-09-13 12:43:21
6202,,{3579},2024-09-13 12:45:22
6203,,{534},2024-09-13 12:47:23
6204,,{3131},2024-09-13 12:49:24
6205,,{573},2024-09-13 12:51:25
6206,,{1738},2024-09-13 12:53:26
6207,,{1710},2024-09-13 12:55:27
6208,,{2329},2024-09-13 12:57:28
6209,,"{866, 1379, 3636}",2024-09-13 12:59:29
6210,,{3130},2024-09-13 13:01:30
6211,,{143},2024-09-13 13:03:31
6212,,{4803},2024-09-13 13:05:32
6213,,{5065},2024-09-13 13:07:33
6214,,{1667},2024-09-13 13:09:34
6215,,{9},2024-09-13 13:11:35
6216,,"{3626, 3679, 3685}",2024-09-13 13:13:36
6217,,{4963},2024-09-13 13:15:37
6218,,{3151},2024-09-13 13:17:38
6219,,{1753},2024-09-13 13:19:39
6220,,{728},2024-09-13 13:21:40
6221,,{4740},2024-09-13 13:23:41
6222,,{1392},2024-09-13 13:25:42
6223,,{976},2024-09-13 13:27:43
6224,,{275},2024-09-13 13:29:44
6225,,{3238},2024-09-13 13:31:45
6226,,{224},2024-09-13 13:33:46
6227,,{4702},2024-09-13 13:35:47
6228,,{3366},2024-09-13 13:37:48
6229,,{541},2024-09-13 13:39:49
6230,,"{2310, 1255}",2024-09-13 13:41:50
6231,,{1441},2024-09-13 13:43:51
6232,,{5050},2024-09-13 13:45:52
6233,,{5135},2024-09-13 13:47:53
6234,,{5033},2024-09-13 13:49:54
6235,,{2912},2024-09-13 13:51:55
6236,,{4389},2024-09-13 13:53:56
6237,,{2377},2024-09-13 13:55:57
6238,,{4047},2024-09-13 13:57:58
6239,,{5072},2024-09-13 13:59:59
6240,,{1373},2024-09-13 14:02:00
6241,,{3577},2024-09-13 14:04:01
6242,,{1010},2024-09-13 14:06:02
6243,,{1339},2024-09-13 14:08:03
6244,,{3186},2024-09-13 14:10:04
6245,,{473},2024-09-13 14:12:05
6246,,{4333},2024-09-13 14:14:06
6247,,{354},2024-09-13 14:16:07
6248,,{5012},2024-09-13 14:18:08
6249,,"{4837, 3548, 2802}",2024-09-13 14:20:09
6250,,{2661},2024-09-13 14:22:10
6251,,{1911},2024-09-13 14:24:11
6252,,{3213},2024-09-13 14:26:12
6253,,"{1672, 2261, 1903}",2024-09-13 14:28:13
6254,,{4659},2024-09-13 14:30:14
6255,,{3562},2024-09-13 14:32:15
6256,,{1712},2024-09-13 14:34:16
6257,,{5263},2024-09-13 14:36:17
6258,,{3912},2024-09-13 14:38:18
6259,,{1172},2024-09-13 14:40:19
6260,,{4616},2024-09-13 14:42:20
6261,,{4336},2024-09-13 14:44:21
6262,,{3086},2024-09-13 14:46:22
6263,,{4777},2024-09-13 14:48:23
6264,,"{2783, 1044}",2024-09-13 14:50:24
6265,,{328},2024-09-13 14:52:25
6266,,"{2977, 2164, 2802}",2024-09-13 14:54:26
6267,,{3906},2024-09-13 14:56:27
6268,,"{1188, 3671}",2024-09-13 14:58:28
6269,,{3909},2024-09-13 15:00:29
6270,,{379},2024-09-13 15:02:30
6271,,{818},2024-09-13 15:04:31
6272,,{3422},2024-09-13 15:06:32
6273,,{185},2024-09-13 15:08:33
6274,,{4835},2024-09-13 15:10:34
6275,,{817},2024-09-13 15:12:35
6276,,{5296},2024-09-13 15:14:36
6277,,{4539},2024-09-13 15:16:37
6278,,{2755},2024-09-13 15:18:38
6279,,{296},2024-09-13 15:20:39
6280,,{373},2024-09-13 15:22:40
6281,,{3637},2024-09-13 15:24:41
6282,,{4663},2024-09-13 15:26:42
6283,,{4208},2024-09-13 15:28:43
6284,,{2864},2024-09-13 15:30:44
6285,,"{4462, 493, 1147}",2024-09-13 15:32:45
6286,,"{4086, 4189}",2024-09-13 15:34:46
6287,,{1572},2024-09-13 15:36:47
6288,,{2860},2024-09-13 15:38:48
6289,,"{576, 1528}",2024-09-13 15:40:49
6290,,{3569},2024-09-13 15:42:50
6291,,{522},2024-09-13 15:44:51
6292,,{1557},2024-09-13 15:46:52
6293,,{3276},2024-09-13 15:48:53
6294,,{2232},2024-09-13 15:50:54
6295,,{2957},2024-09-13 15:52:55
6296,,{4045},2024-09-13 15:54:56
6297,,"{5162, 8}",2024-09-13 15:56:57
6298,,{3562},2024-09-13 15:58:58
6299,,"{4214, 3077}",2024-09-13 16:00:59
6300,,{4876},2024-09-13 16:03:00
6301,,{464},2024-09-13 16:05:01
6302,,{1991},2024-09-13 16:07:02
6303,,{1448},2024-09-13 16:09:03
6304,,{300},2024-09-13 16:11:04
6305,,{2371},2024-09-13 16:13:05
6306,,{2239},2024-09-13 16:15:06
6307,,{3669},2024-09-13 16:17:07
6308,,{4852},2024-09-13 16:19:08
6309,,{3388},2024-09-13 16:21:09
6310,,{506},2024-09-13 16:23:10
6311,,{3763},2024-09-13 16:25:11
6312,,{3012},2024-09-13 16:27:12
6313,,{5266},2024-09-13 16:29:13
6314,,{3907},2024-09-13 16:31:14
6315,,"{874, 367}",2024-09-13 16:33:15
6316,,{4393},2024-09-13 16:35:16
6317,,{5098},2024-09-13 16:37:17
6318,,{1124},2024-09-13 16:39:18
6319,,{4421},2024-09-13 16:41:19
6320,,{3104},2024-09-13 16:43:20
6321,,{711},2024-09-13 16:45:21
6322,,{5001},2024-09-13 16:47:22
6323,,{205},2024-09-13 16:49:23
6324,,"{4682, 2147}",2024-09-13 16:51:24
6325,,{1078},2024-09-13 16:53:25
6326,,{4096},2024-09-13 16:55:26
6327,,{148},2024-09-13 16:57:27
6328,,{2028},2024-09-13 16:59:28
6329,,{2294},2024-09-13 17:01:29
6330,,{4296},2024-09-13 17:03:30
6331,,{5206},2024-09-13 17:05:31
6332,,"{2280, 2924}",2024-09-13 17:07:32
6333,,{4262},2024-09-13 17:09:33
6334,,{913},2024-09-13 17:11:34
6335,,{4311},2024-09-13 17:13:35
6336,,{5159},2024-09-13 17:15:36
6337,,{936},2024-09-13 17:17:37
6338,,{1681},2024-09-13 17:19:38
6339,,{1231},2024-09-13 17:21:39
6340,,{2512},2024-09-13 17:23:40
6341,,{1012},2024-09-13 17:25:41
6342,,{4886},2024-09-13 17:27:42
6343,,{2637},2024-09-13 17:29:43
6344,,{5020},2024-09-13 17:31:44
6345,,{4614},2024-09-13 17:33:45
6346,,{4830},2024-09-13 17:35:46
6347,,{2272},2024-09-13 17:37:47
6348,,{4568},2024-09-13 17:39:48
6349,,{1051},2024-09-13 17:41:49
6350,,"{1815, 4745, 1838}",2024-09-13 17:43:50
6351,,{500},2024-09-13 17:45:51
6352,,"{3384, 3863}",2024-09-13 17:47:52
6353,,"{4392, 2281}",2024-09-13 17:49:53
6354,,{3688},2024-09-13 17:51:54
6355,,{3630},2024-09-13 17:53:55
6356,,{2208},2024-09-13 17:55:56
6357,,{3992},2024-09-13 17:57:57
6358,,{3347},2024-09-13 17:59:58
6359,,{5202},2024-09-13 18:01:59
6360,,{656},2024-09-13 18:04:00
6361,,{2026},2024-09-13 18:06:01
6362,,{2594},2024-09-13 18:08:02
6363,,{2604},2024-09-13 18:10:03
6364,,{3234},2024-09-13 18:12:04
6365,,{3864},2024-09-13 18:14:05
6366,,{348},2024-09-13 18:16:06
6367,,{5268},2024-09-13 18:18:07
6368,,{819},2024-09-13 18:20:08
6369,,"{1339, 1128}",2024-09-13 18:22:09
6370,,{4639},2024-09-13 18:24:10
6371,,{5022},2024-09-13 18:26:11
6372,,{1629},2024-09-13 18:28:12
6373,,{853},2024-09-13 18:30:13
6374,,{4684},2024-09-13 18:32:14
6375,,{2908},2024-09-13 18:34:15
6376,,{4097},2024-09-13 18:36:16
6377,,{818},2024-09-13 18:38:17
6378,,{3256},2024-09-13 18:40:18
6379,,{4656},2024-09-13 18:42:19
6380,,{5152},2024-09-13 18:44:20
6381,,{3886},2024-09-13 18:46:21
6382,,{2112},2024-09-13 18:48:22
6383,,{3019},2024-09-13 18:50:23
6384,,{4546},2024-09-13 18:52:24
6385,,{3317},2024-09-13 18:54:25
6386,,{2270},2024-09-13 18:56:26
6387,,{2828},2024-09-13 18:58:27
6388,,{4474},2024-09-13 19:00:28
6389,,{2954},2024-09-13 19:02:29
6390,,{590},2024-09-13 19:04:30
6391,,"{89, 2702}",2024-09-13 19:06:31
6392,,{2109},2024-09-13 19:08:32
6393,,{927},2024-09-13 19:10:33
6394,,{4473},2024-09-13 19:12:34
6395,,{3683},2024-09-13 19:14:35
6396,,{2825},2024-09-13 19:16:36
6397,,{4712},2024-09-13 19:18:37
6398,,{286},2024-09-13 19:20:38
6399,,{1948},2024-09-13 19:22:39
6400,,{2498},2024-09-13 19:24:40
6401,,{3849},2024-09-13 19:26:41
6402,,{1238},2024-09-13 19:28:42
6403,,{3707},2024-09-13 19:30:43
6404,,{4669},2024-09-13 19:32:44
6405,,{1137},2024-09-13 19:34:45
6406,,{4315},2024-09-13 19:36:46
6407,,{1782},2024-09-13 19:38:47
6408,,{3063},2024-09-13 19:40:48
6409,,"{1076, 4173}",2024-09-13 19:42:49
6410,,{3618},2024-09-13 19:44:50
6411,,{1052},2024-09-13 19:46:51
6412,,{2973},2024-09-13 19:48:52
6413,,"{415, 3867, 2764}",2024-09-13 19:50:53
6414,,{4803},2024-09-13 19:52:54
6415,,{2808},2024-09-13 19:54:55
6416,,{2787},2024-09-13 19:56:56
6417,,{3148},2024-09-13 19:58:57
6418,,{5019},2024-09-16 10:02:11
6419,,{2814},2024-09-16 10:04:22
6420,,{2851},2024-09-16 10:06:33
6421,,{387},2024-09-16 10:08:44
6422,,{4788},2024-09-16 10:10:55
6423,,{3584},2024-09-16 10:13:06
6424,,{2547},2024-09-16 10:15:17
6425,,{1514},2024-09-16 10:17:28
6426,,{5205},2024-09-16 10:19:39
6427,,{4977},2024-09-16 10:21:50
6428,,{1119},2024-09-16 10:24:01
6429,,"{2701, 4009, 1958}",2024-09-16 10:26:12
6430,,{3109},2024-09-16 10:28:23
6431,,{9},2024-09-16 10:30:34
6432,,{3679},2024-09-16 10:32:45
6433,,{3580},2024-09-16 10:34:56
6434,,{2550},2024-09-16 10:37:07
6435,,{5208},2024-09-16 10:39:18
6436,,{3578},2024-09-16 10:41:29
6437,,"{1067, 4937}",2024-09-16 10:43:40
6438,,{1734},2024-09-16 10:45:51
6439,,{3370},2024-09-16 10:48:02
6440,,{4622},2024-09-16 10:50:13
6441,,{4646},2024-09-16 10:52:24
6442,,{2358},2024-09-16 10:54:35
6443,,{3959},2024-09-16 10:56:46
6444,,{1937},2024-09-16 10:58:57
6445,,{2778},2024-09-16 11:01:08
6446,,{361},2024-09-16 11:03:19
6447,,{2980},2024-09-16 11:05:30
6448,,{183},2024-09-16 11:07:41
6449,,{2696},2024-09-16 11:09:52
6450,,{550},2024-09-16 11:12:03
6451,,{2300},2024-09-16 11:14:14
6452,,{3977},2024-09-16 11:16:25
6453,,{4368},2024-09-16 11:18:36
6454,,{102},2024-09-16 11:20:47
6455,,{1921},2024-09-16 11:22:58
6456,,{2036},2024-09-16 11:25:09
6457,,{4657},2024-09-16 11:27:20
6458,,"{918, 4020}",2024-09-16 11:29:31
6459,,{3479},2024-09-16 11:31:42
6460,,{4743},2024-09-16 11:33:53
6461,,{47},2024-09-16 11:36:04
6462,,{1902},2024-09-16 11:38:15
6463,,"{4866, 3953}",2024-09-16 11:40:26
6464,,"{4875, 569}",2024-09-16 11:42:37
6465,,{1618},2024-09-16 11:44:48
6466,,{1682},2024-09-16 11:46:59
6467,,{5194},2024-09-16 11:49:10
6468,,"{3880, 4883}",2024-09-16 11:51:21
6469,,{507},2024-09-16 11:53:32
6470,,{1090},2024-09-16 11:55:43
6471,,{2794},2024-09-16 11:57:54
6472,,"{2400, 3136}",2024-09-16 12:00:05
6473,,{3729},2024-09-16 12:02:16
6474,,"{2322, 3776}",2024-09-16 12:04:27
6475,,{131},2024-09-16 12:06:38
6476,,{4265},2024-09-16 12:08:49
6477,,{3046},2024-09-16 12:11:00
6478,,{3794},2024-09-16 12:13:11
6479,,{4000},2024-09-16 12:15:22
6480,,{2346},2024-09-16 12:17:33
6481,,{124},2024-09-16 12:19:44
6482,,{4952},2024-09-16 12:21:55
6483,,{1650},2024-09-16 12:24:06
